Howard, Jimmy		14	788	3.43	4	8	1	3	0	45	412	457	0.902	0	2	2	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Hutchinson, Michael		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Khudobin, Anton	PEO	39	2297	2.64	21	13	3	1	1	101	1272	1373	0.926	0	1	1	0	0	2	2	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Kinkaid, Keith	VIC	2	2	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Korpisalo, Joonas	CIN	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Koskinen, Mikko	PEO	2	106	3.96	1	1	0	0	0	7	54	61	0.885	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Kuemper, Darcy	STA	36	2172	3.01	22	11	3	0	1	109	901	1010	0.892	0	3	3	6	25	26	51	49.0	3	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Lehner, Robin	MIL	39	2282	2.29	29	8	1	1	3	87	1047	1134	0.923	0	0	0	0	12	9	21	57.1	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Lundqvist, Henrik		5	255	5.18	2	2	1	0	0	22	134	156	0.859	0	0	0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Luongo, Roberto		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Fleury, Marc-Andre	IND	4	196	3.06	2	1	0	0	0	10	83	93	0.892	0	1	1	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Jones, Martin		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Murray, Matt	OKL	37	2186	3.40	13	19	4	2	1	124	1200	1324	0.906	0	0	0	0	0	2	2	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Smith, Mike	AUG	1	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	1	0	1	100.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Subban, Malcolm		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Rookie
Markstrom, Jacob	SCS	3	137	4.38	0	2	0	1	0	10	62	72	0.861	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
McElhinney, Curtis	SEA	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
McKenna, Mike		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Montembeault, Sam		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Rookie
Mrazek, Petr	CIN	25	1402	3.25	11	11	1	5	0	76	708	784	0.903	0	0	0	2	23	13	36	63.9	1	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Neuvirth, Michal		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Niemi, Antti		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Nilsson, Anders	SFC	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Petersen, Calvin	STA	4	239	4.02	2	2	0	0	0	16	140	156	0.897	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Rookie
Pickard, Calvin		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Price, Carey	CHY	29	1652	3.60	12	10	5	0	1	99	844	943	0.895	0	0	0	10	19	17	36	52.8	5	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Quick, Jonathan	OKL	4	209	5.17	0	3	0	0	0	18	132	150	0.880	0	0	0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Miller, Ryan	MEM	2	118	4.58	1	1	0	0	0	9	49	58	0.845	0	0	0	0	5	1	6	83.3	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Raanta, Antti	MIL	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Reimer, James	GRE	3	109	2.75	0	2	0	1	0	5	39	44	0.886	0	0	0	0	1	2	3	33.3	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Rinne, Pekka	MEM	39	2298	2.98	21	13	3	1	1	114	1297	1411	0.919	0	0	0	2	0	0	0	0.0	1	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Rittich, David	CHY	13	763	3.30	7	6	0	1	0	42	325	367	0.886	0	0	0	0	2	2	4	50.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Saros, Juuse	OAK	1	25	2.40	0	0	1	0	0	1	20	21	0.952	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Schneider, Cory		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Sparks, Garret		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Rookie
Stalock, Alex		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Stolarz, Anthony		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Rookie
Rask, Tuukka	SFC	36	2097	3.89	12	20	3	2	0	136	1031	1167	0.883	0	0	0	6	22	19	41	53.7	3	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Talbot, Cam		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Ullmark, Linus	ATL	6	358	5.70	0	6	0	0	0	34	224	258	0.868	0	0	0	2	5	3	8	62.5	1	0	0	0	0	0	0	0	2019-20	Regular	Rookie
Varlamov, Semyon	SEA	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Vasilevskiy, Andrei	KEL	39	2312	3.50	15	20	2	7	1	135	1361	1496	0.910	0	0	0	2	0	2	2	0.0	1	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Ward, Cam		0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Jarry, Tristan	LSB	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2019-20	Regular	Veteran
Andersen, Frederik	LOU	6	382	3.61	2	4	0	0	0	23	250	273	0.916	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Bernier, Jonathan	CHY	9	536	2.91	4	5	0	0	2	26	277	303	0.914	0	1	1	2	7	3	10	70.0	1	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Bishop, Ben	AUG	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Bobrovsky, Sergei	STA	24	1493	2.73	16	8	0	0	1	68	713	781	0.913	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Brossoit, Laurent	SFC	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Rookie
Crawford, Corey	STA	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Dell, Aaron	CHY	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Dubnyk, Devan	SFC	3	179	4.69	1	2	0	0	0	14	111	125	0.888	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Fleury, Marc-Andre	IND	8	433	3.74	3	4	0	0	0	27	206	233	0.884	0	0	0	2	1	0	1	100.0	1	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Georgiev, Alexandar	MIL	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Gibson, John	OAK	6	369	3.41	2	4	0	0	0	21	171	192	0.891	0	1	1	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Greiss, Thomas	WIT	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Grubauer, Philipp	GRE	5	297	4.44	1	4	0	1	0	22	209	231	0.905	0	0	0	0	3	5	8	37.5	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Halak, Jaroslav	LOU	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Hellebuyck, Connor	CIN	16	965	2.55	10	6	0	0	2	41	550	591	0.931	0	0	0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Hutton, Carter	IND	2	106	2.83	2	0	0	0	0	5	63	68	0.926	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Khudobin, Anton	PEO	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Kinkaid, Keith	VIC	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Kuemper, Darcy	STA	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Lehner, Robin	AUG	4	238	5.29	0	4	0	0	0	21	161	182	0.885	0	0	0	0	1	0	1	100.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Lundqvist, Henrik	PEO	5	308	5.84	1	4	0	0	0	30	196	226	0.867	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Luongo, Roberto	WIT	22	1363	2.38	12	10	0	0	2	54	721	775	0.930	0	1	1	0	1	1	2	50.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
McElhinney, Curtis	SEA	2	121	1.49	1	1	0	0	1	3	61	64	0.953	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Montoya, Al	OKL	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Mrazek, Petr	CIN	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Murray, Matt	OKL	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Niemi, Antti	WIT	6	140	3.43	1	1	0	0	0	8	76	84	0.905	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Nilsson, Anders	MIL	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Price, Carey	CHY	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Quick, Jonathan	OKL	4	239	4.02	0	4	0	0	0	16	158	174	0.908	0	0	0	0	6	4	10	60.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Raanta, Antti	MIL	12	720	3.17	7	5	0	0	2	38	302	340	0.888	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Rask, Tuukka	SFC	2	123	4.39	0	2	0	0	0	9	74	83	0.892	0	0	0	0	0	3	3	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Reimer, James	GRE	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Rinne, Pekka	VIC	11	662	2.90	7	4	0	2	0	32	341	373	0.914	0	0	0	0	5	4	9	55.6	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Saros, Juuse	OAK	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Rookie
Smith, Mike	KEL	2	67	1.79	1	0	0	0	0	2	61	63	0.968	0	0	0	0	6	3	9	66.7	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Ullmark, Linus	VIC	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Varlamov, Semyon	SEA	14	798	2.03	9	4	0	1	4	27	343	370	0.927	0	0	0	2	0	0	0	0.0	1	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Vasilevskiy, Andrei	KEL	4	233	6.18	0	4	0	0	0	24	142	166	0.855	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Ward, Cam	PEO	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Playoffs	Veteran
Allen, Jake	ATL	37	2225	4.64	6	28	3	2	0	172	1461	1633	0.895	0	1	1	8	65	23	88	73.9	4	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Andersen, Frederik	LOU	78	4618	3.59	37	30	8	6	2	276	2375	2651	0.896	0	3	3	2	5	3	8	62.5	1	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Anderson, Craig		55	3290	3.92	18	31	4	3	1	215	1601	1816	0.882	0	0	0	0	2	2	4	50.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Bernier, Jonathan	CHY	6	367	2.62	3	2	1	0	0	16	169	185	0.914	0	0	0	0	5	5	10	50.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Berra, Reto		4	179	3.35	1	2	0	1	0	10	70	80	0.875	0	1	1	0	2	2	4	50.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Bishop, Ben	AUG	50	2921	3.80	14	30	5	1	0	185	1554	1739	0.894	0	1	1	6	44	27	71	62.0	3	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Bobrovsky, Sergei	STA	60	3514	2.87	40	15	4	0	1	168	1648	1816	0.907	0	1	1	2	3	1	4	75.0	1	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Brossoit, Laurent	SFC	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Rookie
Condon, Mike		3	94	3.83	0	1	1	1	0	6	49	55	0.891	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Crawford, Corey	STA	20	1062	2.71	13	3	1	0	0	48	461	509	0.906	0	0	0	2	11	8	19	57.9	1	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Dell, Aaron	CHY	24	1257	3.44	17	4	0	0	1	72	648	720	0.900	0	0	0	0	2	2	4	50.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
DeSmith, Casey	MEM	5	242	4.21	1	3	0	2	0	17	132	149	0.886	0	0	0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Dubnyk, Devan	SFC	36	2136	3.62	13	21	2	5	2	129	1169	1298	0.901	0	0	0	8	2	4	6	33.3	4	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Fleury, Marc-Andre	IND	65	3713	2.83	40	17	3	3	2	175	1836	2011	0.913	0	2	2	4	0	0	0	0.0	2	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Georgiev, Alexandar	MIL	2	62	1.94	1	0	0	0	0	2	28	30	0.933	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Gibson, John	OAK	79	4720	2.81	49	28	2	8	7	221	2489	2710	0.918	0	0	0	10	2	4	6	33.3	5	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Greiss, Thomas	WIT	24	1445	4.24	9	13	2	1	1	102	774	876	0.884	0	0	0	4	10	14	24	41.7	2	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Grubauer, Philipp	GRE	16	779	3.85	6	6	0	2	2	50	475	525	0.905	0	0	0	0	6	10	16	37.5	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Halak, Jaroslav	LOU	7	336	3.04	4	2	0	1	0	17	163	180	0.906	0	0	0	0	2	3	5	40.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Hellebuyck, Connor	CIN	78	4530	2.56	51	20	4	1	4	193	2223	2416	0.920	0	2	2	0	5	2	7	71.4	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Holtby, Braden	LSB	30	1719	4.26	5	19	4	4	0	122	964	1086	0.888	0	1	1	8	11	18	29	37.9	4	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Howard, Jimmy	LSB	52	3091	3.55	18	32	2	9	2	183	1769	1952	0.906	0	3	3	6	36	37	73	49.3	3	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Hutton, Carter	IND	23	1236	2.77	16	4	1	0	1	57	593	650	0.912	0	0	0	0	0	2	2	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Jarry, Tristan	LSB	3	121	2.48	0	2	0	0	0	5	89	94	0.947	0	0	0	0	1	0	1	100.0	0	0	0	0	0	0	0	0	2018-19	Regular	Rookie
Johnson, Chad		1	60	2.00	1	0	0	0	0	2	38	40	0.950	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Jones, Martin	MEM	69	4115	3.78	15	47	7	10	3	259	2255	2514	0.897	0	0	0	0	7	3	10	70.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Khudobin, Anton	PEO	16	952	3.66	6	10	0	2	0	58	554	612	0.905	0	0	0	0	11	8	19	57.9	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Kinkaid, Keith	VIC	1	7	8.57	0	0	0	0	0	1	6	7	0.857	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Kuemper, Darcy	STA	4	224	4.02	1	1	1	0	0	15	114	129	0.884	0	0	0	0	2	3	5	40.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Lehner, Robin	AUG	35	2027	3.26	13	19	1	3	1	110	985	1095	0.900	0	0	0	2	10	15	25	40.0	1	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Lundqvist, Henrik	PEO	52	3083	4.38	17	30	3	9	0	225	1794	2019	0.889	0	0	0	2	2	4	6	33.3	1	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Luongo, Roberto	WIT	57	3389	2.96	17	34	5	6	4	167	1983	2150	0.922	0	0	0	0	1	4	5	20.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Markstrom, Jacob	SCS	28	1386	4.29	3	19	1	2	0	99	833	932	0.894	0	0	0	2	10	13	23	43.5	1	0	0	0	0	0	0	0	2018-19	Regular	Veteran
McElhinney, Curtis	SEA	17	1017	2.30	11	5	1	1	3	39	488	527	0.926	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Miller, Ryan	MEM	15	822	4.16	4	9	0	1	0	57	483	540	0.894	0	0	0	6	14	10	24	58.3	3	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Montoya, Al	OKL	5	280	3.86	2	1	0	0	0	18	158	176	0.898	0	0	0	0	2	2	4	50.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Mrazek, Petr	CIN	7	287	2.30	3	1	0	0	0	11	104	115	0.904	0	0	0	2	4	0	4	100.0	1	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Murray, Matt	OKL	28	1597	4.55	8	15	4	1	1	121	861	982	0.877	0	0	0	0	2	0	2	100.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Niemi, Antti		1	60	2.00	1	0	0	0	0	2	26	28	0.929	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
Nilsson, Anders	MIL	0	0	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	2018-19	Regular	Veteran
