137	Dzingel, Ryan	SCS	LW	78	26	30	56	-9	29	5	0	5	0	159	16.4	16:45	90	0	2	2	0	0	33	4	4	4	4	2	2	0	0	0	0	0	60
138	Kane, Evander	GRE	LW	75	30	26	56	-4	153	5	1	1	0	268	11.2	18:30	90	0	4	0	0	0	23	5	5	4	4	5	4	0	0	0	0	1	23
139	Lindholm, Elias	PEO	RW	81	27	51	78	30	20	9	1	5	0	182	14.8	20:00	90	4	0	4	0	0	19	4	4	5	5	3	2	0	0	1	0	4	56
140	Pettersson, Elias	ATL	C	71	28	38	66	3	12	10	0	7	0	144	19.4	18:15	90	2	0	0	0	0	35	5	5	5	2	2	1	0	0	0	0	1	133
141	Staal, Eric	WIT	C	81	22	30	52	-7	34	7	0	6	0	215	10.2	18:15	90	2	0	0	0	0	22	4	3	4	4	2	1	0	0	0	0	3	23
142	Eakin, Cody	MEM	C	78	22	19	41	19	16	1	3	3	0	120	18.3	15:30	90	5	0	0	0	0	36	4	4	3	4	3	2	0	0	0	0	3	24
143	Eaves, Patrick	 	RW	7	0	0	0	-4	4	0	0	0	0	6	0.0	14:00	90	0	2	2	0	0	3	2	2	2	3	2	3	0	0	0	0	0	0
144	Eberle, Jordan	OKL	RW	78	19	18	37	-6	17	7	0	5	0	160	11.9	16:30	90	0	0	2	0	0	16	4	4	4	2	1	2	0	0	0	0	0	9
145	Ehlers, Nikolaj	KEL	LW	62	21	16	37	2	15	2	0	4	0	158	13.3	15:45	90	0	2	2	0	0	21	4	5	4	3	2	1	0	0	0	0	0	34
146	Ehn, Christoffer	 	RW	60	3	6	9	-5	6	0	1	1	0	49	6.1	10:30	90	3	3	3	0	0	9	2	3	2	3	2	2	0	0	0	0	1	15
147	Eichel, Jack	WIT	C	77	28	54	82	-11	26	8	0	2	0	303	9.2	20:30	90	2	0	0	0	0	22	5	5	5	3	3	2	0	0	0	0	2	132
148	Elie, Remi	 	LW	16	0	1	1	-3	2	0	0	0	0	9	0.0	10:15	90	0	3	0	0	0	3	2	3	2	2	3	3	0	0	0	0	0	9
149	Eller, Lars	SFC	C	81	13	23	36	-1	37	0	1	1	0	163	8.0	16:30	90	3	0	0	0	0	11	4	3	3	4	3	3	0	0	1	0	3	36
150	Ennis, Tyler	CIN	LW	51	12	6	18	-6	2	2	0	1	0	81	14.8	10:00	90	0	2	2	0	0	27	3	4	3	2	2	1	0	0	0	0	0	7
151	Eriksson, Loui	 	RW	81	11	18	29	-11	22	1	0	2	0	107	10.3	14:00	90	0	3	3	0	0	14	3	3	4	3	1	1	0	0	0	0	0	51
152	Eriksson Ek, Joel	MSG	C	58	7	7	14	-7	20	0	0	2	0	111	6.3	13:30	90	4	4	0	0	0	11	4	3	3	3	3	3	0	0	0	0	2	5
153	Erne, Adam	IND	LW	65	7	13	20	10	40	2	0	3	0	70	10.0	10:30	90	0	3	3	0	0	12	3	3	3	4	4	5	0	0	0	0	0	16
154	Gaudreau, Frederick	 	C	55	3	1	4	1	2	0	0	1	0	43	7.0	09:00	90	2	2	2	0	0	9	2	3	1	2	2	1	0	0	0	0	1	0
155	Fabbri, Robby	VIC	LW	32	2	4	6	-4	6	0	0	1	0	43	4.7	12:45	90	0	2	2	0	0	7	4	3	3	3	2	1	0	0	0	0	0	7
156	Faksa, Radek	IND	C	81	15	15	30	-3	54	1	1	1	0	114	13.2	16:30	90	4	0	0	0	0	16	3	3	3	4	4	2	0	1	1	0	3	21
157	Fast, Jesper	STA	RW	66	8	12	20	-3	26	0	0	1	0	80	10.0	15:45	90	0	0	4	0	0	5	4	4	3	3	3	2	0	1	0	0	0	27
158	Fehr, Eric	 	C	72	7	8	15	-8	30	0	0	0	0	67	10.4	11:00	90	4	0	4	0	0	11	3	2	2	3	3	1	0	0	1	0	3	17
159	Ferland, Micheal	SEA	LW	71	17	23	40	13	58	6	0	3	0	156	10.9	14:00	90	0	4	4	0	0	15	3	4	3	4	5	5	0	0	0	0	0	54
160	Fiala, Kevin	CHY	LW	83	13	26	39	-23	36	2	0	2	0	174	7.5	15:45	90	0	2	2	0	0	11	3	4	4	3	2	1	0	0	0	0	0	82
161	Filppula, Valtteri	MEM	C	72	17	14	31	19	16	0	1	4	0	78	21.8	14:15	90	4	0	0	0	0	25	3	3	3	3	1	1	0	0	0	0	3	30
162	Fischer, Christian	 	RW	71	11	7	18	-13	27	0	0	0	0	116	9.5	13:15	90	0	3	3	0	0	16	4	3	3	2	3	3	0	0	0	0	0	8
