Balcers, Rudolfs*	GRE	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Barbashev, Ivan	OAK	C	18	0	1	1	3	12	0	0	0	0	5	0.0	101	5.6	5	5	10	50.0	24	6	30	80.0	8	5	13	61.5	0	1	1	2	0.0	13	0.72	0	0.000	0	1	1	0	0	2	0	0	0	0	2019-20	Regular
Barkov, Aleksander	OAK	C	18	7	16	23	4	2	2	0	2	0	57	12.3	374	20.8	226	152	378	59.8	176	32	208	84.6	37	18	55	67.3	0	0	0	0	0.0	33	1.83	0	0.000	7	7	0	1	0	0	0	0	0	0	2019-20	Regular
Barzal, Mathew	PEO	C	18	2	6	8	0	8	1	0	0	0	28	7.1	246	13.7	2	6	8	25.0	114	18	132	86.4	17	17	34	50.0	0	0	0	0	0.0	12	0.67	1	0.056	0	2	3	1	0	0	0	0	0	0	2019-20	Regular
Batherson, Drake*	KEL	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Beagle, Jay	KEL	C	18	2	3	5	1	4	0	0	0	1	9	22.2	183	10.2	106	73	179	59.2	55	23	78	70.5	10	12	22	45.5	0	0	0	0	0.0	21	1.17	0	0.000	0	1	1	1	0	0	0	0	0	0	2019-20	Regular
Beauvillier, Anthony	MSG	LW	8	0	0	0	-7	2	0	0	0	0	5	0.0	56	7.0	0	0	0	0.0	2	5	7	28.6	2	6	8	25.0	0	0	0	0	0.0	4	0.50	0	0.000	0	0	0	1	0	0	0	0	0	0	2019-20	Regular
Bellemare, P.E.	SCS	C	18	3	2	5	-3	2	0	0	1	0	19	15.8	199	11.1	89	94	183	48.6	44	29	73	60.3	14	15	29	48.3	0	0	0	0	0.0	27	1.50	0	0.000	0	2	1	0	0	0	0	0	0	0	2019-20	Regular
Bennett, Sam	CHY	LW	4	0	2	2	3	4	0	0	0	0	8	0.0	50	12.5	9	14	23	39.1	15	1	16	93.8	9	2	11	81.8	0	0	0	0	0.0	8	2.00	0	0.000	1	1	2	0	0	0	0	0	0	0	2019-20	Regular
Bergeron, Patrice	IND	C	18	12	17	29	14	20	1	2	1	0	83	14.5	354	19.7	255	143	398	64.1	176	34	210	83.8	23	18	41	56.1	0	0	0	0	0.0	18	1.00	0	0.000	1	5	9	1	0	0	0	0	0	0	2019-20	Regular
Berglund, Patrik		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Bertuzzi, Tyler	CHY	LW	9	2	3	5	0	2	0	0	0	0	10	20.0	114	12.7	0	0	0	0.0	21	8	29	72.4	9	3	12	75.0	0	0	0	0	0.0	11	1.22	0	0.000	3	3	1	0	0	0	0	0	0	0	2019-20	Regular
Bjork, Anders	MIL	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Bjorkstrand, Oliver	OAK	RW	18	4	0	4	3	4	0	0	0	0	22	18.2	126	7.0	2	1	3	66.7	29	19	48	60.4	7	15	22	31.8	0	0	0	0	0.0	13	0.72	1	0.056	0	2	1	1	0	0	0	0	0	0	2019-20	Regular
Bjugstad, Nick	VIC	C	18	1	1	2	-3	8	0	0	0	0	22	4.5	206	11.4	59	67	126	46.8	48	15	63	76.2	18	13	31	58.1	0	0	0	0	0.0	29	1.61	0	0.000	0	1	4	0	0	0	0	0	0	0	2019-20	Regular
Blais, Samuel*	WIT	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Blandisi, Joseph		LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Blueger, Teddy*		LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Boedker, Mikkel	OKL	LW	18	3	3	6	-2	0	0	0	0	0	20	15.0	231	12.8	0	0	0	0.0	79	25	104	76.0	13	18	31	41.9	0	0	0	0	0.0	13	0.72	0	0.000	0	3	0	0	0	0	0	0	0	0	2019-20	Regular
Boeser, Brock	OKL	RW	16	7	9	16	3	6	1	0	1	0	59	11.9	266	16.6	6	5	11	54.5	98	23	121	81.0	17	20	37	45.9	0	0	0	0	0.0	24	1.50	0	0.000	0	5	3	0	0	0	0	0	0	0	2019-20	Regular
Bonino, Nick	GRE	C	18	6	5	11	-7	2	1	0	1	0	23	26.1	329	18.3	135	180	315	42.9	77	29	106	72.6	22	24	46	47.8	0	0	0	0	0.0	22	1.22	0	0.000	0	2	1	0	0	0	0	0	0	0	2019-20	Regular
Borgstrom, Henrik*	OAK	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Bourque, Gabriel		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Boyd, Travis*	CIN	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Boyle, Brian	MEM	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Bozak, Tyler	GRE	C	18	4	4	8	-4	0	0	0	1	0	24	16.7	261	14.5	120	124	244	49.2	78	24	102	76.5	14	24	38	36.8	0	0	0	0	0.0	19	1.06	0	0.000	0	3	0	0	0	0	0	0	0	0	2019-20	Regular
Brassard, Derick	ATL	C	16	2	1	3	-3	0	0	0	0	0	6	33.3	94	5.9	23	25	48	47.9	19	8	27	70.4	6	7	13	46.2	0	0	0	0	0.0	5	0.31	0	0.000	0	2	0	0	0	0	0	0	0	0	2019-20	Regular
Bratt, Jesper	MIL	RW	2	0	2	2	0	0	0	0	0	0	5	0.0	28	14.0	0	0	0	0.0	13	3	16	81.3	1	1	2	50.0	0	0	0	0	0.0	2	1.00	0	0.000	2	2	0	0	0	0	0	0	0	0	2019-20	Regular
Brickley, Connor		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Brodziak, Kyle		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Brodzinski, Jonny		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Brouwer, Troy		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Buchnevich, Pavel	AUG	RW	18	5	7	12	-4	12	0	0	1	0	41	12.2	355	19.7	8	8	16	50.0	82	39	121	67.8	19	19	38	50.0	0	0	0	0	0.0	16	0.89	2	0.111	1	6	1	0	2	0	0	0	0	0	2019-20	Regular
Burakovsky, Andre	AUG	LW	8	0	0	0	-1	4	0	0	0	0	1	0.0	42	5.3	0	0	0	0.0	9	4	13	69.2	5	6	11	45.5	0	0	0	0	0.0	2	0.25	0	0.000	0	0	2	0	0	0	0	0	0	0	2019-20	Regular
Byron, Paul	WIT	LW	2	1	0	1	-2	4	0	0	0	0	3	33.3	16	8.0	0	0	0	0.0	9	3	12	75.0	2	0	2	100.0	0	0	0	0	0.0	3	1.50	0	0.000	0	1	1	1	0	0	0	0	0	0	2019-20	Regular
C. Bishop, Clark*		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
C. Brown, Connor	SFC	RW	16	2	0	2	-2	0	0	0	0	0	16	12.5	152	9.5	0	1	1	0.0	47	17	64	73.4	10	13	23	43.5	0	0	0	0	0.0	11	0.69	0	0.000	0	1	0	0	0	0	0	0	0	0	2019-20	Regular
C. McLeod, Cody		LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
C. Smith, Craig	WIT	RW	18	3	3	6	4	6	0	0	0	0	28	10.7	253	14.1	1	3	4	25.0	49	30	79	62.0	19	13	32	59.4	0	0	0	0	0.0	23	1.28	0	0.000	1	1	3	0	0	0	0	0	0	0	2019-20	Regular
C. Wagner, Chris	MEM	RW	18	5	3	8	3	19	0	0	1	0	36	13.9	172	9.6	0	0	0	0.0	36	23	59	61.0	14	12	26	53.8	0	0	0	0	0.0	29	1.61	0	0.000	0	3	6	1	1	0	0	0	0	0	2019-20	Regular
C. Wilson, Colin	OKL	RW	18	3	1	4	-6	4	1	0	1	0	31	9.7	219	12.2	3	6	9	33.3	57	18	75	76.0	19	14	33	57.6	0	0	0	0	0.0	23	1.28	0	0.000	0	2	2	0	0	0	0	0	0	0	2019-20	Regular
Caggiula, Drake	SFC	LW	7	0	0	0	-2	6	0	0	0	0	11	0.0	81	11.6	0	0	0	0.0	24	12	36	66.7	11	8	19	57.9	0	0	0	0	0.0	10	1.43	1	0.143	0	0	3	0	0	0	0	0	0	0	2019-20	Regular
Callahan, Ryan		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Calvert, Matt		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Carey, Paul		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Carpenter, Ryan		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Carrier, William		LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Carter, Jeff	ATL	C	17	0	1	1	-3	6	0	0	0	0	14	0.0	106	6.2	39	59	98	39.8	13	9	22	59.1	10	10	20	50.0	0	0	0	0	0.0	8	0.47	0	0.000	0	1	3	0	0	0	0	0	0	0	2019-20	Regular
Cave, Colby*		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Cehlarik, Peter		LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Chaput, Michael		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Chartier, Rourke*		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Chiasson, Alex	SFC	RW	18	3	2	5	-1	10	0	0	0	0	31	9.7	313	17.4	4	6	10	40.0	78	32	110	70.9	23	33	56	41.1	0	0	0	0	0.0	25	1.39	0	0.000	0	1	4	1	0	0	0	0	0	0	2019-20	Regular
Chytil, Filip*	SFC	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Cirelli, Anthony*	OAK	C	18	1	5	6	-3	6	0	0	0	0	22	4.5	230	12.8	69	70	139	49.6	47	19	66	71.2	20	21	41	48.8	0	0	0	0	0.0	20	1.11	1	0.056	0	1	3	0	0	0	0	0	0	0	2019-20	Regular
Cizikas, Casey	AUG	C	18	3	2	5	1	0	0	0	0	0	28	10.7	218	12.1	71	86	157	45.2	60	28	88	68.2	18	14	32	56.3	0	0	0	0	0.0	32	1.78	0	0.000	0	3	0	0	0	0	0	0	0	0	2019-20	Regular
CJ. Smith, C.J.*		LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Clifford, Kyle		LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Clutterbuck, Cal		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Cogliano, Andrew	SCS	LW	10	0	0	0	1	10	0	0	0	0	7	0.0	123	12.3	0	1	1	0.0	31	9	40	77.5	10	7	17	58.8	0	0	0	0	0.0	16	1.60	0	0.000	0	0	4	1	0	0	0	0	0	0	2019-20	Regular
Coleman, Blake	SCS	RW	18	3	0	3	-5	24	0	1	0	0	30	10.0	235	13.1	4	3	7	57.1	37	16	53	69.8	18	12	30	60.0	0	0	0	0	0.0	26	1.44	0	0.000	0	1	10	2	0	0	0	0	0	0	2019-20	Regular
Comeau, Blake	OKL	RW	18	0	1	1	-5	18	0	0	0	0	24	0.0	263	14.6	7	17	24	29.2	60	25	85	70.6	18	25	43	41.9	0	0	0	0	0.0	32	1.78	0	0.000	0	1	9	0	0	0	0	0	0	0	2019-20	Regular
Compher, J.T.	VIC	RW	18	5	4	9	-2	14	1	0	1	0	30	16.7	248	13.8	103	97	200	51.5	72	29	101	71.3	28	13	41	68.3	0	0	0	0	0.0	26	1.44	0	0.000	1	2	3	4	0	0	0	0	0	0	2019-20	Regular
Comtois, Max*	WIT	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Condra, Erik		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Connolly, Brett	GRE	RW	18	4	5	9	-6	16	0	0	0	0	20	20.0	214	11.9	1	1	2	50.0	58	19	77	75.3	20	18	38	52.6	0	0	0	0	0.0	16	0.89	0	0.000	0	2	8	0	0	0	0	0	0	0	2019-20	Regular
Connor, Kyle	OAK	LW	18	15	6	21	6	14	6	0	4	0	87	17.2	388	21.6	0	2	2	0.0	152	34	186	81.7	16	32	48	33.3	0	0	0	0	0.0	11	0.61	0	0.000	2	4	6	1	0	0	0	0	0	0	2019-20	Regular
Copp, Andrew	STA	C	18	3	3	6	4	0	0	0	0	0	22	13.6	160	8.9	32	26	58	55.2	39	18	57	68.4	11	10	21	52.4	0	0	0	0	0.0	15	0.83	0	0.000	0	2	0	0	0	0	0	0	0	0	2019-20	Regular
Cousins, Nick	CHY	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Couture, Logan	KEL	C	17	4	15	19	11	4	1	0	1	0	45	8.9	351	20.6	54	69	123	43.9	136	32	168	81.0	23	11	34	67.6	0	0	0	0	0.0	30	1.76	1	0.059	1	5	2	0	0	0	0	0	0	0	2019-20	Regular
Couturier, Sean	CHY	C	18	10	11	21	3	8	2	1	2	0	51	19.6	361	20.1	255	128	383	66.6	150	41	191	78.5	22	13	35	62.9	0	0	0	0	0.0	23	1.28	0	0.000	1	2	4	0	0	0	0	0	0	0	2019-20	Regular
Coyle, Charlie	KEL	C	18	1	2	3	2	2	0	0	1	0	26	3.8	202	11.2	95	107	202	47.0	51	18	69	73.9	13	16	29	44.8	0	0	0	0	0.0	22	1.22	0	0.000	0	1	1	0	0	0	0	0	0	0	2019-20	Regular
Crosby, Sidney	STA	C	18	6	17	23	6	4	3	0	1	0	66	9.1	389	21.6	236	182	418	56.5	201	38	239	84.1	36	19	55	65.5	0	0	0	0	0.0	40	2.22	0	0.000	0	7	1	1	0	0	0	0	0	0	2019-20	Regular
Crouse, Lawson	GRE	LW	1	0	0	0	0	0	0	0	0	0	1	0.0	10	10.0	0	0	0	0.0	2	0	2	100.0	0	0	0	0.0	0	0	0	0	0.0	4	4.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Cullen, Matt	SCS	C	16	1	1	2	-8	0	0	0	0	0	12	8.3	130	8.1	44	45	89	49.4	37	27	64	57.8	8	12	20	40.0	0	0	0	0	0.0	9	0.56	1	0.063	0	1	0	0	0	0	0	0	0	0	2019-20	Regular
Currie, Josh*		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
Czarnik, Austin		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Regular
