Smith, Craig	4.250	4.250	UFA		
Smith, Gemel	0.720	0.700	RFA		
Smith, Reilly	5.000	5.000	5.000	5.000	UFA
Smith, Zack	3.250	3.250	3.250	UFA	
Smith-Pelly, Devante	1.000	UFA			
Sobotka, Vladimir	3.500	3.500	UFA		
Soderberg, Carl	4.750	4.750	UFA		
Sorensen, Marcus	0.700	1.500	1.500	UFA	
Soshnikov, Nikita	0.800	KHL			
Speers, Blake	0.936	0.936	RFA		
Spezza, Jason	7.500	0.700	UFA		
Spooner, Ryan	4.000	KHL			
Sprong, Daniel	0.750	0.750	RFA		
Staal, Eric	3.500	3.250	3.250	UFA	
Staal, Jordan	6.000	6.000	6.000	6.000	6.000
Stafford, Drew	0.810	UFA			
Stamkos, Steven	8.500	8.500	8.500	8.500	8.500
Stastny, Paul	6.500	6.500	6.500	UFA	
Steel, Sam	0.863	0.863	0.863	RFA	
Steen, Alexander	5.750	5.750	5.750	UFA	
Stempniak, Lee	0.650	RETIRED			
Stepan, Derek	6.500	6.500	6.500	UFA	
Stephens, Mitchell	0.919	0.919	RFA		
Stephenson, Chandler	0.650	1.050	RFA		
Stewart, Chris	ENGLAND	0.754	UFA		
Stone, Mark	7.350	9.500	9.500	9.500	9.500
Street, Ben	0.750	0.750	UFA		
Strome, Dylan	3.338	3.338	RFA		
Strome, Ryan	3.100	3.100	RFA		
Sturm, Nico	4.274	0.874	RFA		
Sundqvist, Oskar	0.700	2.750	2.750	2.750	2.750
Suomela, Antti	1.350	0.700	RFA		
Sutter, Brandon	4.375	4.375	4.375	UFA	
Suzuki, Nick	1.357	1.326	1.326	1.326	RFA
Svechnikov, Andrei	3.575	3.575	3.575	RFA	
Svechnikov, Evgeny	1.076	1.076	RFA		
Szwarz, Jordan	0.650	0.800	UFA		
Tanev, Brandon	1.150	3.500	3.500	3.500	3.500
Tangradi, Eric	0.650	UFA			
Tarasenko, Vladimir	7.500	7.500	7.500	7.500	7.500
Tatar, Tomas	5.300	5.300	5.300	UFA	
Tavares, John	11.000	11.000	11.000	11.000	11.000
Teravainen, Teuvo	2.860	5.400	5.400	5.400	5.400
Terry, Chris	0.675	0.675	UFA		
Terry, Troy	1.492	1.492	RFA		
Texier, Alexandre	0.925	0.925	0.925	RFA	
Thomas, Robert	1.178	1.178	1.178	RFA	
Thompson, Nate	1.650	1.000	UFA		
Thompson, Paul	0.675	0.675	UFA		
Thompson, Tage	1.138	1.138	RFA		
Thorburn, Chris	0.900	UFA			
Thornton, Joe	5.000	2.000	UFA		
Tierney, Chris	2.938	2.938	RFA		
Timashov, Dmytro	0.836	0.836	RFA		
Tkachuk, Brady	3.425	3.425	3.425	RFA	
Tkachuk, Matthew	1.775	7.000	7.000	7.000	RFA
Toews, Jonathan	10.500	10.500	10.500	10.500	10.500
Toffoli, Tyler	4.600	4.600	UFA		
Toninato, Dominic	0.925	0.775	RFA		
Trocheck, Vincent	4.750	4.750	4.750	4.750	UFA
Tuch, Alex	1.350	4.750	4.750	4.750	4.750
Turris, Kyle	6.000	6.000	6.000	6.000	6.000
Twarynski, Carsen	0.925	0.925	0.925	RFA	
Ullstrom, David	0.650	UFA			
van Riemsdyk, James	7.000	7.000	7.000	7.000	7.000
Vanek, Thomas	3.000	UFA			
Varone, Philip	0.650	0.700	UFA		
Vatrano, Frank	0.925	2.530	2.530	2.530	UFA
Vecchione, Michael	0.900	0.700	UFA		
Verhaeghe, Carter	MINORS	0.700	RFA		
Veronneau, Max	1.350	1.350	RFA		
Vesalainen, Kristian	1.492	1.461	1.461	1.461	RFA
Vesey, Jimmy	2.275	2.275	UFA		
Virtanen, Jake	1.250	1.250	RFA		
Volkov, Alexander	0.925	0.925	RFA		
Voracek, Jakub	8.250	8.250	8.250	8.250	8.250
Vorobyev, Mikhail	0.925	0.925	RFA		
Vrana, Jakub	1.363	3.350	3.350	RFA	
Wagner, Austin	0.925	0.925	RFA		
Wagner, Chris	1.250	1.250	1.350	1.350	1.350
Walker, Nathan	0.650	0.700	0.700	UFA	
Wallmark, Lucas	0.675	0.675	RFA		
Watson, Austin	1.100	1.100	1.500	1.500	1.500
Weal, Jordan	1.750	1.400	1.400	UFA	
Weise, Dale	2.350	2.350	UFA		
Wennberg, Alexander	4.900	4.900	4.900	4.900	4.900
Wheeler, Blake	5.600	8.250	8.250	8.250	8.250
White, Colin	1.492	4.750	4.750	4.750	4.750
Williams, Justin	4.500	UFA			
Wilson, Colin	3.938	2.600	UFA		
Wilson, Garrett	0.650	0.725	UFA		
Wilson, Scott	1.050	1.050	UFA		
Wilson, Tom	5.167	5.167	5.167	5.167	5.167
Wood, Miles	2.750	2.750	2.750	2.750	RFA
Yamamoto, Kailer	1.155	1.155	RFA		
Zacha, Pavel	1.744	2.250	2.250	2.250	RFA
Zadina, Filip	1.775	1.775	1.775	RFA	
Zajac, Travis	5.750	5.750	5.750	UFA	
Zetterberg, Henrik	6.083	6.083	6.083	UFA	
Zibanejad, Mika	5.350	5.350	5.350	5.350	UFA
Zuccarello, Mats	4.500	6.000	6.000	6.000	6.000
Zucker, Jason	5.500	5.500	5.500	5.500	5.500
Zykov, Valentin	0.675	0.675	RFA		
