5	5	5	5	5	5	2023
14	14	14	14	14	14	2023
60	60	60	60	60	60	2023
15	15	15	15	15	15	2023
3	3	3	3	3	3	2023
13	13	13	13	13	13	2023
61	61	61	61	61	61	2023
8	8	8	8	8	8	2023
12	12	12	12	12	12	2023
4	4	4	4	4	4	2023
10	10	10	10	10	10	2023
2	2	2	2	2	2	2023
9	9	9	9	9	9	2023
16	16	16	16	16	16	2023
7	7	7	7	7	7	2023
53	53	53	53	53	53	2023
11	11	11	11	11	11	2023
21	21	21	21	21	21	2023
19	19	19	19	19	19	2023
6	6	6	6	6	6	2023
