2	6	3	3	0	6	19	14	16	3	26	21	4	36	48	0	2	1	0	1	2	0	3	3	0	0	0	3	0	0	0	2	0	0	1	0	2	193	193	185	150	128	130	573	174	1	1	2020-21	Regular
3	6	5	1	0	10	26	15	17	4	28	28	3	48	63	0	3	0	0	2	1	0	5	1	0	0	0	4	0	0	1	0	0	0	1	0	4	206	171	202	192	129	108	625	154	1	2	2020-21	Regular
4	6	3	2	1	7	24	19	18	7	24	26	4	40	72	0	2	1	0	1	1	1	3	2	1	0	0	3	0	0	0	1	1	0	1	0	3	240	188	174	172	153	142	638	172	0	0	2020-21	Regular
5	6	5	1	0	10	23	18	15	5	22	27	5	46	64	0	3	0	0	2	1	0	5	1	0	0	0	1	0	0	2	1	0	2	0	0	4	241	192	195	191	147	126	638	170	0	0	2020-21	Regular
6	6	1	5	0	2	14	24	17	5	23	19	2	32	42	0	0	3	0	1	2	0	1	5	0	0	0	0	0	0	0	4	0	1	1	0	1	172	235	185	173	129	141	543	170	1	0	2020-21	Regular
7	6	4	1	1	9	23	17	18	1	34	14	3	24	54	0	2	1	0	2	0	1	4	1	1	0	0	3	0	0	0	1	0	1	0	1	4	219	238	171	207	114	131	609	174	0	0	2020-21	Regular
8	6	2	4	0	4	17	21	22	2	36	15	1	24	50	1	1	2	0	1	2	0	2	4	0	0	1	2	0	0	0	3	0	0	1	0	2	189	206	185	158	135	139	593	198	1	0	2020-21	Regular
9	6	3	3	0	6	15	19	23	1	41	20	4	32	55	2	2	1	0	1	2	0	3	3	0	0	0	2	0	0	0	3	0	1	0	0	2	228	194	204	142	154	128	658	154	0	0	2020-21	Regular
10	6	3	3	0	6	18	18	26	4	40	20	4	31	67	1	3	0	0	0	3	0	3	3	0	0	0	3	0	0	0	2	0	0	1	0	2	155	230	171	191	101	151	589	183	0	0	2020-21	Regular
11	6	4	2	0	8	21	13	21	5	31	16	1	28	55	0	1	2	0	3	0	0	4	2	0	0	0	3	0	0	0	0	0	1	2	0	2	206	210	187	164	131	131	592	148	0	0	2020-21	Regular
12	6	2	3	1	5	19	24	6	0	13	18	5	30	57	1	1	1	1	1	2	0	2	3	1	0	0	1	0	0	0	3	0	1	0	1	1	274	195	204	151	161	121	684	185	1	0	2020-21	Regular
13	6	4	2	0	8	31	24	25	6	41	18	4	23	42	0	2	1	0	2	1	0	4	2	0	0	0	2	0	0	1	1	0	1	1	0	2	230	198	194	172	128	140	607	156	1	0	2020-21	Regular
14	6	0	5	1	1	14	24	17	5	24	27	2	49	76	0	0	3	0	0	2	1	0	5	1	0	0	0	0	0	0	4	0	0	1	1	0	151	240	148	203	153	150	547	175	1	0	2020-21	Regular
15	6	3	3	0	6	21	20	22	4	40	17	5	27	47	0	2	1	0	1	2	0	3	3	0	0	0	3	0	0	0	2	0	0	1	0	2	247	242	152	204	126	138	626	150	1	0	2020-21	Regular
16	6	4	2	0	8	28	22	22	6	29	27	5	41	71	0	1	2	0	3	0	0	4	2	0	1	0	3	1	0	0	1	0	1	0	0	3	176	220	162	197	127	156	556	157	0	0	2020-21	Regular
17	6	2	3	1	5	21	30	27	4	42	18	5	25	50	0	1	1	1	1	2	0	2	3	1	0	0	0	0	1	1	3	0	1	0	0	3	210	195	181	168	140	118	641	182	0	0	2020-21	Regular
60	6	2	4	0	4	16	21	24	1	44	19	4	32	47	1	1	2	0	1	2	0	2	4	0	0	0	1	2	0	0	2	0	1	0	0	1	171	197	185	167	139	145	583	169	1	0	2020-21	Regular
19	6	0	6	0	0	7	23	31	3	55	8	0	13	18	0	0	3	0	0	3	0	0	6	0	0	0	0	1	0	0	4	0	0	1	0	0	156	212	143	210	130	167	507	152	0	0	2020-21	Regular
53	6	2	3	1	5	20	20	16	3	18	34	6	53	79	1	1	2	0	1	1	1	2	3	1	0	0	2	1	0	0	1	1	0	1	0	1	222	207	174	199	135	117	619	148	0	0	2020-21	Regular
21	6	4	0	2	10	23	14	24	2	45	15	5	22	63	0	1	0	2	3	0	0	4	0	2	0	0	2	0	1	0	0	0	2	0	1	4	247	173	179	170	130	120	707	169	0	0	2020-21	Regular
