1	20	1	5	13	1	3	2019-20
1	19	1	3	5	1	2	2019-20
1	11	1	2	7	1	1	2019-20
1	4	1	2	21	1	6	2019-20
2	21	2	4	14	1	6	2019-20
2	13	2	2	17	1	3	2019-20
2	7	2	9	12	1	3	2019-20
2	5	2	4	3	1	1	2019-20
3	17	2	6	16	1	1	2019-20
3	14	2	4	9	1	3	2019-20
3	12	2	1	15	1	6	2019-20
3	3	2	1	18	1	4	2019-20
4	16	2	1	8	1	4	2019-20
4	18	2	2	2	1	3	2019-20
4	15	2	3	6	1	3	2019-20
4	9	2	2	10	1	3	2019-20
5	10	2	5	4	2	4	2019-20
5	8	2	4	20	2	2	2019-20
5	6	2	0	11	2	1	2019-20
5	2	2	3	19	2	9	2019-20
6	21	3	2	9	3	4	2019-20
6	13	3	1	16	3	1	2019-20
6	7	3	4	15	3	2	2019-20
6	5	3	6	18	3	1	2019-20
7	17	3	2	8	3	1	2019-20
7	14	3	2	10	3	2	2019-20
7	12	3	6	6	3	3	2019-20
7	3	3	4	2	3	2	2019-20
8	16	4	1	20	3	3	2019-20
8	18	4	3	19	3	8	2019-20
8	15	4	3	11	3	1	2019-20
8	9	4	6	4	3	8	2019-20
9	10	4	1	21	4	2	2019-20
9	8	4	4	13	4	4	2019-20
9	6	4	0	7	4	8	2019-20
9	2	4	3	5	4	3	2019-20
10	20	4	2	17	4	5	2019-20
10	19	4	4	3	4	1	2019-20
10	11	4	8	12	4	2	2019-20
10	4	4	3	14	4	4	2019-20
11	21	5	2	4	5	7	2019-20
11	13	5	2	20	5	2	2019-20
11	7	5	2	11	5	5	2019-20
11	5	5	1	19	5	5	2019-20
12	17	5	2	13	6	6	2019-20
12	14	5	1	21	6	5	2019-20
12	12	5	2	7	6	7	2019-20
12	3	5	3	5	6	2	2019-20
13	16	5	0	17	6	3	2019-20
13	18	5	3	3	6	6	2019-20
13	15	5	6	12	6	3	2019-20
13	9	5	2	14	6	4	2019-20
14	10	5	5	9	6	3	2019-20
14	8	5	2	16	6	3	2019-20
14	6	5	3	15	6	2	2019-20
14	2	5	1	18	6	5	2019-20
15	20	6	2	8	6	5	2019-20
15	19	6	3	2	6	7	2019-20
15	11	6	6	6	6	1	2019-20
15	4	6	2	10	6	3	2019-20
16	16	7	0	13	7	5	2019-20
16	18	7	4	5	7	7	2019-20
16	15	7	5	7	7	2	2019-20
16	9	7	5	21	7	3	2019-20
17	10	7	5	14	7	3	2019-20
17	8	7	0	17	7	2	2019-20
17	6	7	6	12	7	7	2019-20
17	2	7	1	3	7	7	2019-20
18	20	7	1	16	8	3	2019-20
18	19	7	7	18	8	7	2019-20
18	11	7	6	15	8	1	2019-20
18	4	7	7	9	8	3	2019-20
19	21	8	5	10	8	9	2019-20
19	13	8	3	8	8	1	2019-20
19	7	8	3	6	8	2	2019-20
19	5	8	8	2	8	4	2019-20
20	17	8	1	20	8	3	2019-20
20	14	8	4	4	8	8	2019-20
20	12	8	0	11	8	4	2019-20
20	3	8	6	19	8	3	2019-20
21	20	9	5	10	9	3	2019-20
21	16	9	4	21	9	3	2019-20
21	17	9	4	14	9	3	2019-20
21	13	9	2	9	9	5	2019-20
22	8	9	7	4	9	5	2019-20
22	6	9	1	19	9	4	2019-20
23	15	9	5	5	9	2	2019-20
23	12	9	7	3	9	4	2019-20
23	11	9	4	2	9	2	2019-20
23	7	9	3	18	9	5	2019-20
24	21	10	6	16	10	2	2019-20
24	14	10	2	17	10	1	2019-20
24	10	10	5	20	10	4	2019-20
24	9	10	6	13	10	8	2019-20
25	18	10	3	7	10	5	2019-20
25	5	10	2	15	10	1	2019-20
25	3	10	7	12	10	4	2019-20
25	2	10	3	11	10	11	2019-20
26	19	10	5	6	10	3	2019-20
26	4	10	3	8	10	4	2019-20
27	16	11	3	4	11	5	2019-20
27	17	11	6	21	11	1	2019-20
27	13	11	3	14	11	1	2019-20
27	8	11	5	10	11	0	2019-20
28	20	11	1	9	11	5	2019-20
28	11	11	5	18	11	2	2019-20
29	15	11	4	19	11	3	2019-20
29	12	11	2	5	11	9	2019-20
29	7	11	2	3	11	2	2019-20
29	6	11	6	2	11	0	2019-20
30	21	12	4	17	12	7	2019-20
30	14	12	3	13	12	6	2019-20
30	10	12	3	8	12	3	2019-20
30	4	12	7	16	12	5	2019-20
31	19	12	2	15	12	1	2019-20
31	5	12	5	12	12	1	2019-20
31	3	12	3	7	12	7	2019-20
31	2	12	4	6	12	7	2019-20
32	18	12	1	11	12	5	2019-20
32	9	12	2	20	12	5	2019-20
33	20	13	1	14	13	0	2019-20
33	16	13	0	10	13	4	2019-20
33	17	13	6	4	13	4	2019-20
33	8	13	5	9	13	4	2019-20
34	13	13	2	21	13	1	2019-20
34	7	13	3	5	13	1	2019-20
35	15	13	1	2	13	1	2019-20
35	12	13	2	19	13	6	2019-20
35	11	13	4	3	13	2	2019-20
35	6	13	4	18	13	7	2019-20
36	14	14	1	20	14	2	2019-20
36	10	14	5	16	14	6	2019-20
36	9	14	2	8	14	5	2019-20
36	4	14	0	17	14	7	2019-20
37	19	14	4	12	14	4	2019-20
37	18	14	1	6	14	3	2019-20
37	3	14	3	11	14	4	2019-20
37	2	14	1	15	14	5	2019-20
38	21	14	2	13	14	3	2019-20
38	5	14	1	7	14	5	2019-20
39	20	15	2	4	15	6	2019-20
39	16	15	2	14	15	3	2019-20
39	13	15	1	10	15	4	2019-20
39	8	15	3	21	15	2	2019-20
40	17	15	4	9	15	1	2019-20
40	12	15	1	18	15	10	2019-20
41	15	15	2	3	15	3	2019-20
41	11	15	3	19	15	5	2019-20
41	7	15	3	2	15	5	2019-20
41	6	15	2	5	15	8	2019-20
42	21	16	1	8	16	8	2019-20
42	14	16	1	16	16	3	2019-20
42	10	16	2	13	16	4	2019-20
42	4	16	7	20	16	4	2019-20
43	19	16	5	11	16	4	2019-20
43	5	16	3	6	16	2	2019-20
43	3	16	1	15	16	4	2019-20
43	2	16	4	7	16	7	2019-20
44	18	16	5	12	16	3	2019-20
44	9	16	0	17	16	3	2019-20
45	20	17	2	21	17	1	2019-20
45	17	17	5	10	17	2	2019-20
45	13	17	4	4	17	1	2019-20
45	8	17	2	14	17	2	2019-20
46	16	17	2	9	17	4	2019-20
46	15	17	3	18	17	7	2019-20
47	12	17	1	2	17	3	2019-20
47	11	17	3	5	17	2	2019-20
47	7	17	2	19	17	5	2019-20
47	6	17	3	3	17	2	2019-20
48	21	18	7	20	18	4	2019-20
48	14	18	2	8	18	3	2019-20
48	10	18	1	17	18	3	2019-20
48	4	18	8	13	18	5	2019-20
49	19	18	5	7	18	8	2019-20
49	5	18	10	11	18	6	2019-20
49	3	18	3	6	18	0	2019-20
49	2	18	2	12	18	5	2019-20
50	18	18	4	15	18	8	2019-20
50	9	18	4	16	18	6	2019-20
51	20	19	2	13	19	5	2019-20
51	19	19	3	5	19	4	2019-20
51	11	19	3	7	19	4	2019-20
51	4	19	3	21	19	3	2019-20
52	21	20	2	14	19	5	2019-20
52	13	20	6	17	19	2	2019-20
52	7	20	5	12	19	2	2019-20
52	5	20	3	3	19	3	2019-20
53	17	20	3	16	19	3	2019-20
53	14	20	5	9	19	3	2019-20
53	12	20	1	15	19	5	2019-20
53	3	20	7	18	19	2	2019-20
54	16	20	8	8	19	1	2019-20
54	18	20	3	2	19	5	2019-20
54	15	20	3	6	19	4	2019-20
54	9	20	3	10	19	6	2019-20
55	10	20	2	4	20	2	2019-20
55	8	20	0	20	20	4	2019-20
55	6	20	4	11	20	5	2019-20
55	2	20	2	19	20	6	2019-20
56	21	21	2	9	21	6	2019-20
56	13	21	2	16	21	3	2019-20
56	7	21	5	15	21	0	2019-20
56	5	21	4	18	21	2	2019-20
57	17	21	4	8	21	1	2019-20
57	14	21	2	10	21	6	2019-20
57	12	21	1	6	21	5	2019-20
57	3	21	7	2	21	5	2019-20
58	16	22	4	20	21	9	2019-20
58	18	22	4	19	21	1	2019-20
58	15	22	1	11	21	4	2019-20
58	9	22	2	4	21	2	2019-20
59	10	22	2	21	22	3	2019-20
59	8	22	0	13	22	3	2019-20
59	6	22	4	7	22	1	2019-20
59	2	22	3	5	22	7	2019-20
60	20	22	1	17	22	4	2019-20
60	19	22	2	3	22	2	2019-20
60	11	22	6	12	22	2	2019-20
60	4	22	2	14	22	4	2019-20
61	21	23	5	4	23	4	2019-20
61	13	23	4	20	23	3	2019-20
61	7	23	3	11	23	3	2019-20
61	5	23	2	19	23	6	2019-20
62	17	23	1	13	24	6	2019-20
62	14	23	2	21	24	2	2019-20
62	12	23	2	7	24	8	2019-20
62	3	23	7	5	24	4	2019-20
63	16	23	3	17	24	5	2019-20
63	18	23	3	3	24	1	2019-20
63	15	23	5	12	24	1	2019-20
63	9	23	2	14	24	3	2019-20
