Logan	Brown	8479366	TRUE	FALSE	FALSE	TRUE
J.T.	Brown		FALSE	FALSE	FALSE	TRUE
Josh	Brown	8477384	TRUE	FALSE	TRUE	FALSE
Gilbert	Brule		FALSE	FALSE	FALSE	TRUE
Andrew	Brunette		FALSE	FALSE	FALSE	TRUE
Damien	Brunner		FALSE	FALSE	FALSE	TRUE
Fabian	Brunnstrom		FALSE	FALSE	FALSE	TRUE
Sergei	Brylin		FALSE	FALSE	FALSE	TRUE
Ilya	Bryzgalov		FALSE	TRUE	FALSE	FALSE
Pavel	Buchnevich	8477402	TRUE	FALSE	FALSE	TRUE
Peter	Budaj		FALSE	TRUE	FALSE	FALSE
Jan	Bulis		FALSE	FALSE	FALSE	TRUE
Andre	Burakovsky	8477444	TRUE	FALSE	FALSE	TRUE
Adam	Burish		FALSE	FALSE	FALSE	TRUE
Sean	Burke		FALSE	TRUE	FALSE	FALSE
Alexander	Burmistrov		FALSE	FALSE	FALSE	TRUE
Brent	Burns	8470613	TRUE	FALSE	TRUE	FALSE
Alexandre	Burrows		FALSE	FALSE	FALSE	TRUE
Will	Butcher	8477355	TRUE	FALSE	TRUE	FALSE
Bobby	Butler		FALSE	FALSE	FALSE	TRUE
Chris	Butler		FALSE	FALSE	TRUE	FALSE
Dustin	Byfuglien	8470834	FALSE	FALSE	TRUE	FALSE
Paul	Byron	8474038	TRUE	FALSE	FALSE	TRUE
Nick	Caamano	8479381	TRUE	FALSE	FALSE	TRUE
Drake	Caggiula	8479465	TRUE	FALSE	FALSE	TRUE
Petr	Cajanek		FALSE	FALSE	FALSE	TRUE
Kyle	Calder		FALSE	FALSE	FALSE	TRUE
Ryan	Callahan		FALSE	FALSE	FALSE	TRUE
Matt	Calvert	8474685	TRUE	FALSE	FALSE	TRUE
Michael	Cammalleri		FALSE	FALSE	FALSE	TRUE
Brian	Campbell		FALSE	FALSE	TRUE	FALSE
Gregory	Campbell		FALSE	FALSE	FALSE	TRUE
Jack	Campbell	8475789	TRUE	TRUE	FALSE	FALSE
Chris	Campoli		FALSE	FALSE	TRUE	FALSE
Kyle	Capobianco	8478476	TRUE	FALSE	TRUE	FALSE
Daniel	Carcillo		FALSE	FALSE	FALSE	TRUE
Paul	Carey		FALSE	FALSE	FALSE	TRUE
Matt	Carkner		FALSE	FALSE	TRUE	FALSE
Matt	Carle		FALSE	FALSE	TRUE	FALSE
Brandon	Carlo	8478443	TRUE	FALSE	TRUE	FALSE
John	Carlson	8474590	TRUE	FALSE	TRUE	FALSE
Keith	Carney		FALSE	FALSE	TRUE	FALSE
Jordan	Caron		FALSE	FALSE	FALSE	TRUE
Ryan	Carpenter	8477846	TRUE	FALSE	FALSE	TRUE
Daniel	Carr	8477901	TRUE	FALSE	FALSE	TRUE
Connor	Carrick	8476941	TRUE	FALSE	TRUE	FALSE
William	Carrier	8477478	TRUE	FALSE	FALSE	TRUE
Brett	Carson		FALSE	FALSE	FALSE	TRUE
Ryan	Carter		FALSE	FALSE	FALSE	TRUE
Anson	Carter		FALSE	FALSE	FALSE	TRUE
Jeff	Carter	8470604	TRUE	FALSE	FALSE	TRUE
Colby	Cave	8477529	TRUE	FALSE	FALSE	TRUE
Cody	Ceci	8476879	TRUE	FALSE	TRUE	FALSE
Peter	Cehlarik		FALSE	FALSE	FALSE	TRUE
Erik	Cernak	8478416	TRUE	FALSE	TRUE	FALSE
Thomas	Chabot	8478469	TRUE	FALSE	TRUE	FALSE
Michael	Chaput		FALSE	FALSE	FALSE	TRUE
Zdeno	Chara	8465009	TRUE	FALSE	TRUE	FALSE
Rourke	Chartier		FALSE	FALSE	FALSE	TRUE
Jalen	Chatfield	8478970	FALSE	FALSE	TRUE	FALSE
Jonathan	Cheechoo		FALSE	FALSE	FALSE	TRUE
Chris	Chelios		FALSE	FALSE	TRUE	FALSE
Ben	Chiarot	8475279	TRUE	FALSE	TRUE	FALSE
Alex	Chiasson	8475163	TRUE	FALSE	FALSE	TRUE
Jason	Chimera		FALSE	FALSE	FALSE	TRUE
Kyle	Chipchura		FALSE	FALSE	FALSE	TRUE
Filip	Chlapik	8478488	TRUE	FALSE	FALSE	TRUE
Dennis	Cholowski	8479395	TRUE	FALSE	TRUE	FALSE
Erik	Christensen		FALSE	FALSE	FALSE	TRUE
Jakob	Chychrun	8479345	TRUE	FALSE	TRUE	FALSE
Filip	Chytil	8480078	TRUE	FALSE	FALSE	TRUE
Anthony	Cirelli	8478519	TRUE	FALSE	FALSE	TRUE
Casey	Cizikas	8475231	TRUE	FALSE	FALSE	TRUE
Fredrik	Claesson		FALSE	FALSE	TRUE	FALSE
Brett	Clark		FALSE	FALSE	TRUE	FALSE
Chris	Clark		FALSE	FALSE	FALSE	TRUE
David	Clarkson		FALSE	FALSE	FALSE	TRUE
Daniel	Cleary		FALSE	FALSE	FALSE	TRUE
Scott	Clemmensen		FALSE	TRUE	FALSE	FALSE
Adam	Clendening		FALSE	FALSE	TRUE	FALSE
Kyle	Clifford	8475160	TRUE	FALSE	FALSE	TRUE
Connor	Clifton	8477365	TRUE	FALSE	TRUE	FALSE
Grant	Clitsome		FALSE	FALSE	TRUE	FALSE
Ryane	Clowe		FALSE	FALSE	FALSE	TRUE
Cal	Clutterbuck	8473504	TRUE	FALSE	FALSE	TRUE
Braydon	Coburn	8470601	TRUE	FALSE	TRUE	FALSE
Andrew	Cogliano	8471699	TRUE	FALSE	FALSE	TRUE
Carlo	Colaiacovo		FALSE	FALSE	TRUE	FALSE
Joe	Colborne		FALSE	FALSE	FALSE	TRUE
Erik	Cole		FALSE	FALSE	FALSE	TRUE
Ian	Cole	8474013	TRUE	FALSE	TRUE	FALSE
Blake	Coleman	8476399	TRUE	FALSE	FALSE	TRUE
Blake	Comeau	8471260	TRUE	FALSE	FALSE	TRUE
Mike	Commodore		FALSE	FALSE	TRUE	FALSE
J.T.	Compher	8477456	TRUE	FALSE	FALSE	TRUE
Mike	Comrie		FALSE	FALSE	FALSE	TRUE
Eric	Comrie	8477480	FALSE	TRUE	FALSE	FALSE
Max	Comtois	8480031	TRUE	FALSE	FALSE	TRUE
Cory	Conacher		FALSE	FALSE	FALSE	TRUE
Mike	Condon		FALSE	TRUE	FALSE	FALSE
Erik	Condra		FALSE	FALSE	FALSE	TRUE
Ty	Conklin		FALSE	TRUE	FALSE	FALSE
Kevin	Connauton	8475246	FALSE	FALSE	TRUE	FALSE
Tim	Connolly		FALSE	FALSE	FALSE	TRUE
Brett	Connolly	8475792	TRUE	FALSE	FALSE	TRUE
Kyle	Connor	8478398	TRUE	FALSE	FALSE	TRUE
Craig	Conroy		FALSE	FALSE	FALSE	TRUE
Matt	Cooke		FALSE	FALSE	FALSE	TRUE
Pheonix	Copley		FALSE	TRUE	FALSE	FALSE
Andrew	Copp	8477429	TRUE	FALSE	FALSE	TRUE
Joe	Corvo		FALSE	FALSE	TRUE	FALSE
Nick	Cousins	8476393	TRUE	FALSE	FALSE	TRUE
Logan	Couture	8474053	TRUE	FALSE	FALSE	TRUE
Sean	Couturier	8476461	TRUE	FALSE	FALSE	TRUE
Jared	Cowen		FALSE	FALSE	TRUE	FALSE
Charlie	Coyle	8475745	TRUE	FALSE	FALSE	TRUE
Joey	Crabb		FALSE	FALSE	FALSE	TRUE
Corey	Crawford	8470645	TRUE	TRUE	FALSE	FALSE
B.J.	Crombeen		FALSE	FALSE	FALSE	TRUE
Sidney	Crosby	8471675	TRUE	FALSE	FALSE	TRUE
Lawson	Crouse	8478474	TRUE	FALSE	FALSE	TRUE
Matt	Cullen		FALSE	FALSE	FALSE	TRUE
Kyle	Cumiskey		FALSE	FALSE	TRUE	FALSE
Josh	Currie		FALSE	FALSE	FALSE	TRUE
Austin	Czarnik	8478512	TRUE	FALSE	FALSE	TRUE
Matt	D’Agostini		FALSE	FALSE	FALSE	TRUE
Kirby	Dach	8481523	TRUE	FALSE	FALSE	TRUE
Evgenii	Dadonov	8474149	TRUE	FALSE	FALSE	TRUE
Klas	Dahlbeck		FALSE	FALSE	TRUE	FALSE
Rasmus	Dahlin	8480839	TRUE	FALSE	TRUE	FALSE
Carl	Dahlstrom	8477472	TRUE	FALSE	TRUE	FALSE
Michael	Dal Colle	8477936	TRUE	FALSE	FALSE	TRUE
Trevor	Daley	8470110	TRUE	FALSE	TRUE	FALSE
Zac	Dalpe		FALSE	FALSE	FALSE	TRUE
Phillip	Danault	8476479	TRUE	FALSE	FALSE	TRUE
Mathieu	Dandenault		FALSE	FALSE	FALSE	TRUE
Yann	Danis		FALSE	TRUE	FALSE	FALSE
Marko	Dano		FALSE	FALSE	FALSE	TRUE
Mathieu	Darche		FALSE	FALSE	FALSE	TRUE
Scott	Darling		FALSE	TRUE	FALSE	FALSE
Pavel	Datsyuk		FALSE	FALSE	FALSE	TRUE
Brandon	Davidson	8475869	TRUE	FALSE	TRUE	FALSE
Jonathan	Davidsson	8480247	FALSE	FALSE	FALSE	TRUE
Nigel	Dawes		FALSE	FALSE	FALSE	TRUE
Calvin	De Haan	8475177	TRUE	FALSE	TRUE	FALSE
Jacob	De La Rose	8477455	TRUE	FALSE	FALSE	TRUE
Greg	De Vries		FALSE	FALSE	TRUE	FALSE
J.S.	Dea		FALSE	FALSE	FALSE	TRUE
Tony	DeAngelo	8477950	TRUE	FALSE	TRUE	FALSE
Alex	DeBrincat	8479337	TRUE	FALSE	FALSE	TRUE
Jake	DeBrusk	8478498	TRUE	FALSE	FALSE	TRUE
Danny	DeKeyser	8477215	TRUE	FALSE	TRUE	FALSE
Michael	Del Zotto	8474584	TRUE	FALSE	TRUE	FALSE
Colin	Delia		FALSE	TRUE	FALSE	FALSE
Aaron	Dell	8477180	TRUE	TRUE	FALSE	FALSE
Dylan	DeMelo	8476331	TRUE	FALSE	TRUE	FALSE
Jason	Demers	8474218	TRUE	FALSE	TRUE	FALSE
Pavol	Demitra		FALSE	FALSE	FALSE	TRUE
Thatcher	Demko	8477967	TRUE	TRUE	FALSE	FALSE
Marc	Denis		FALSE	TRUE	FALSE	FALSE
Travis	Dermott	8478408	TRUE	FALSE	TRUE	FALSE
David	Desharnais		FALSE	FALSE	FALSE	TRUE
Andrew	Desjardins		FALSE	FALSE	FALSE	TRUE
Eric	Desjardins		FALSE	FALSE	TRUE	FALSE
Nicolas	Deslauriers	8475235	TRUE	FALSE	FALSE	TRUE
Jeff	Deslauriers		FALSE	TRUE	FALSE	FALSE
Casey	DeSmith		FALSE	TRUE	FALSE	FALSE
Simon	Despres		FALSE	FALSE	TRUE	FALSE
Phillip	Di Giuseppe	8476858	TRUE	FALSE	FALSE	TRUE
Raphael	Diaz		FALSE	FALSE	TRUE	FALSE
Jason	Dickinson	8477450	TRUE	FALSE	FALSE	TRUE
Brenden	Dillon	8475455	TRUE	FALSE	TRUE	FALSE
Rob	Dimaio		FALSE	FALSE	FALSE	TRUE
Rick	DiPietro		FALSE	TRUE	FALSE	FALSE
Christian	Djoos	8477043	TRUE	FALSE	TRUE	FALSE
Shane	Doan		FALSE	FALSE	FALSE	TRUE
Noah	Dobson	8480865	TRUE	FALSE	TRUE	FALSE
Tie	Domi		FALSE	FALSE	FALSE	TRUE
Max	Domi	8477503	TRUE	FALSE	FALSE	TRUE
Louis	Domingue	8475839	TRUE	TRUE	FALSE	FALSE
Ryan	Donato	8477987	TRUE	FALSE	FALSE	TRUE
Shean	Donovan		FALSE	FALSE	FALSE	TRUE
Matt	Donovan		FALSE	FALSE	TRUE	FALSE
Joonas	Donskoi	8475820	TRUE	FALSE	FALSE	TRUE
Derek	Dorsett		FALSE	FALSE	FALSE	TRUE
Jack	Dotchin		FALSE	FALSE	TRUE	FALSE
Drew	Doughty	8474563	TRUE	FALSE	TRUE	FALSE
Nic	Dowd	8475343	TRUE	FALSE	FALSE	TRUE
Justin	Dowling	8475413	TRUE	FALSE	FALSE	TRUE
Steve	Downie		FALSE	FALSE	FALSE	TRUE
Leon	Draisaitl	8477934	TRUE	FALSE	FALSE	TRUE
Dallas	Drake		FALSE	FALSE	FALSE	TRUE
Kris	Draper		FALSE	FALSE	FALSE	TRUE
Davis	Drewiske		FALSE	FALSE	TRUE	FALSE
Sheldon	Dries		FALSE	FALSE	FALSE	TRUE
Jonathan	Drouin	8477494	TRUE	FALSE	FALSE	TRUE
Chris	Drury		FALSE	FALSE	FALSE	TRUE
Dillon	Dube	8479346	TRUE	FALSE	FALSE	TRUE
Wade	Dubielewicz		FALSE	TRUE	FALSE	FALSE
Brandon	Dubinsky	8471273	FALSE	FALSE	FALSE	TRUE
Devan	Dubnyk	8471227	TRUE	TRUE	FALSE	FALSE
Pierre-Luc	Dubois	8479400	TRUE	FALSE	FALSE	TRUE
Matt	Duchene	8475168	TRUE	FALSE	FALSE	TRUE
Anthony	Duclair	8477407	TRUE	FALSE	FALSE	TRUE
Matt	Dumba	8476856	TRUE	FALSE	TRUE	FALSE
J.P.	Dumont		FALSE	FALSE	FALSE	TRUE
Brian	Dumoulin	8475208	TRUE	FALSE	TRUE	FALSE
Mike	Dunham		FALSE	TRUE	FALSE	FALSE
Vince	Dunn	8478407	TRUE	FALSE	TRUE	FALSE
Pascal	Dupuis		FALSE	FALSE	FALSE	TRUE
Radek	Dvorak		FALSE	FALSE	FALSE	TRUE
Christian	Dvorak	8477989	TRUE	FALSE	FALSE	TRUE
Patrick	Dwyer		FALSE	FALSE	FALSE	TRUE
Ryan	Dzingel	8476288	TRUE	FALSE	FALSE	TRUE
Ben	Eager		FALSE	FALSE	FALSE	TRUE
Cody	Eakin	8475236	TRUE	FALSE	FALSE	TRUE
Mark	Eaton		FALSE	FALSE	TRUE	FALSE
Patrick	Eaves		FALSE	FALSE	FALSE	TRUE
Andrew	Ebbett		FALSE	FALSE	FALSE	TRUE
Jordan	Eberle	8474586	TRUE	FALSE	FALSE	TRUE
Alexander	Edler	8471303	TRUE	FALSE	TRUE	FALSE
Joel	Edmundson	8476441	TRUE	FALSE	TRUE	FALSE
Nikolaj	Ehlers	8477940	TRUE	FALSE	FALSE	TRUE
Christoffer	Ehn	8478036	TRUE	FALSE	FALSE	TRUE
Christian	Ehrhoff		FALSE	FALSE	TRUE	FALSE
Jack	Eichel	8478403	TRUE	FALSE	FALSE	TRUE
Aaron	Ekblad	8477932	TRUE	FALSE	TRUE	FALSE
Mattias	Ekholm	8475218	TRUE	FALSE	TRUE	FALSE
Nils	Ekman		FALSE	FALSE	FALSE	TRUE
Oliver	Ekman-Larsson	8475171	TRUE	FALSE	TRUE	FALSE
Patrik	Elias		FALSE	FALSE	FALSE	TRUE
Remi	Elie		FALSE	FALSE	FALSE	TRUE
Lars	Eller	8474189	TRUE	FALSE	FALSE	TRUE
Keaton	Ellerby		FALSE	FALSE	TRUE	FALSE
Stefan	Elliott		FALSE	FALSE	TRUE	FALSE
Brian	Elliott	8470880	TRUE	TRUE	FALSE	FALSE
Ryan	Ellis	8475176	TRUE	FALSE	TRUE	FALSE
Dan	Ellis		FALSE	TRUE	FALSE	FALSE
Alexei	Emelin		FALSE	FALSE	TRUE	FALSE
Ray	Emery		FALSE	TRUE	FALSE	FALSE
Steve	Eminger		FALSE	FALSE	TRUE	FALSE
Cory	Emmerton		FALSE	FALSE	FALSE	TRUE
Deryk	Engelland	8468674	TRUE	FALSE	TRUE	FALSE
Tyler	Ennis	8474589	TRUE	FALSE	FALSE	TRUE
Jhonas	Enroth		FALSE	TRUE	FALSE	FALSE
Toby	Enstrom		FALSE	FALSE	TRUE	FALSE
Martin	Erat		FALSE	FALSE	FALSE	TRUE
