344	2017	2	35	4
345	2018	1	3	14
346	2018	1	15	13
347	2013	2	37	47
348	2010	1	4	14
350	2017	3	48	4
352	2010	2	32	29
354	2019	4	70	8
356	2018	3	54	3
357	2011	3	46	6
358	2016	4	66	20
360	2009	5	73	16
362	2018	4	66	2
363	2012	3	41	16
363	2014	5	90	16
364	2016	2	39	6
365	2012	5	90	6
365	2014	5	98	21
367	2013	2	31	11
370	2018	5	81	15
374	2016	1	9	17
376	2018	2	33	13
378	2014	3	56	6
379	2016	1	16	19
380	2012	5	81	40
380	2015	5	97	6
382	2009	1	3	11
1957	2008	4	65	48
385	2008	3	53	31
385	2009	5	87	29
386	2015	1	11	5
391	2015	1	4	45
393	2019	2	34	7
395	2008	1	7	26
396	2010	4	63	16
397	2018	1	10	17
398	2010	1	5	13
399	2015	2	23	47
400	2014	3	46	36
402	2016	2	32	47
402	2018	2	22	14
404	2018	2	30	10
407	2017	1	17	18
410	2011	4	62	16
411	2012	3	46	8
413	2009	4	56	47
414	2009	2	26	7
415	2011	1	1	18
417	2016	2	38	9
418	2016	1	8	19
421	2016	1	2	15
422	2015	1	1	36
423	2014	4	76	16
425	2011	1	9	36
428	2011	2	36	33
429	2010	3	53	14
430	2012	2	37	11
431	2009	2	35	29
1958	2009	5	84	6
432	2012	1	15	13
433	2008	1	13	20
434	2012	3	52	11
435	2010	4	73	24
437	2012	5	92	28
439	2019	5	98	5
439	2010	1	17	36
441	2008	1	6	38
443	2008	5	79	44
445	2017	2	28	7
446	2015	4	74	9
446	2012	2	35	22
447	2019	4	77	7
448	2008	5	77	41
449	2013	5	96	17
450	2013	2	23	14
1959	2015	4	69	9
452	2016	1	10	19
454	2016	3	44	7
455	2013	4	74	17
1842	2017	4	70	16
458	2014	5	94	16
459	2013	1	17	11
460	2012	1	6	13
461	2011	5	82	47
461	2014	4	71	18
467	2015	4	62	36
1960	2016	5	93	9
470	2017	2	25	9
472	2010	1	16	13
476	2018	2	23	16
478	2008	5	80	46
482	2018	2	27	8
484	2013	3	57	18
485	2019	2	39	15
1961	2012	2	31	39
488	2008	4	56	22
487	2019	5	96	20
489	2015	3	50	17
489	2018	5	86	16
490	2014	3	48	25
492	2016	3	43	16
1843	2018	5	87	8
495	2014	1	18	47
496	2017	5	88	16
497	2019	5	97	16
499	2011	1	4	47
502	2010	1	12	39
505	2012	3	43	40
504	2009	2	34	14
506	2010	5	93	14
505	2013	5	82	29
512	2018	2	40	4
514	2009	1	5	47
519	2016	5	87	16
519	2008	1	8	24
520	2013	1	1	52
521	2009	3	43	25
521	2012	3	42	21
1962	2016	4	70	16
522	2013	1	8	21
523	2019	4	67	5
526	2012	1	12	23
528	2019	2	29	5
530	2010	5	83	7
530	2011	3	58	29
533	2015	1	2	7
534	2018	5	95	6
534	2016	5	91	8
539	2014	1	17	11
1963	2012	4	79	8
1963	2011	2	38	24
541	2018	4	79	11
542	2009	5	75	13
542	2010	4	62	13
546	2018	3	46	5
547	2015	1	8	13
549	2015	4	72	18
551	2018	5	97	16
552	2010	2	27	30
553	2016	4	64	10
555	2009	2	30	6
556	2018	2	26	16
558	2014	2	27	7
559	2009	1	8	11
1964	2010	5	95	16
563	2008	2	29	33
566	2017	4	64	13
567	2009	2	24	29
568	2015	4	61	9
569	2015	4	68	16
570	2014	5	97	22
571	2015	4	80	25
571	2018	5	89	16
572	2010	5	81	29
574	2015	3	45	39
575	2016	1	4	19
577	2010	2	25	39
578	2008	4	61	44
579	2012	4	66	22
580	2012	3	49	8
1965	2016	4	73	9
582	2015	3	41	9
583	2013	1	13	13
587	2018	4	72	5
587	2017	5	87	16
589	2008	2	23	41
591	2014	5	100	22
591	2015	3	53	13
593	2011	5	83	36
594	2019	1	15	13
597	2013	4	70	8
597	2010	2	39	36
597	2012	5	88	29
599	2015	3	51	5
600	2013	2	26	13
601	2016	5	85	6
602	2008	4	57	34
603	2014	3	41	14
604	2019	3	44	13
605	2016	5	90	36
605	2015	4	65	13
605	2013	3	45	17
606	2018	2	32	5
607	2016	5	89	36
607	2013	2	40	17
608	2012	1	18	29
609	2015	5	91	36
610	2017	1	8	3
614	2010	2	28	30
615	2019	3	60	21
618	2016	3	45	6
618	2012	3	51	16
618	2013	3	53	16
618	2018	4	69	16
619	2010	3	48	20
621	2012	2	21	14
622	2012	1	9	22
623	2018	3	47	8
629	2013	5	90	8
629	2010	4	80	39
631	2011	1	3	18
634	2013	1	7	7
635	2015	2	27	25
636	2011	1	13	11
639	2016	1	11	19
644	2010	3	50	22
645	2008	1	17	33
646	2012	2	40	32
1966	2011	5	84	14
648	2015	4	64	45
650	2019	1	10	12
651	2011	4	61	18
651	2012	3	54	16
652	2017	1	19	8
656	2018	4	74	4
656	2016	5	94	5
657	2014	4	65	13
659	2014	4	78	36
660	2019	3	41	9
661	2017	5	93	3
661	2018	5	93	3
662	2013	5	100	6
663	2015	1	10	17
669	2010	1	7	13
671	2019	5	86	3
672	2018	1	19	16
673	2019	1	3	18
676	2015	5	93	10
677	2016	2	26	13
678	2014	3	59	9
678	2009	3	40	10
681	2012	1	3	32
682	2008	4	58	30
683	2014	1	9	45
686	2013	3	52	22
691	2008	2	30	6
694	2019	1	17	21
695	2019	3	42	20
696	2018	1	6	13
698	2009	4	60	23
699	2017	2	21	21
700	2012	1	5	29
702	2014	1	20	13
705	2017	5	94	5
705	2013	4	72	16
707	2011	2	32	16
708	2015	5	96	8
708	2017	5	95	14
709	2017	3	42	7
710	2012	5	85	25
711	2015	5	88	13
714	2015	1	6	6
717	2010	1	15	29
719	2019	2	33	11
718	2013	4	63	14
721	2019	1	11	12
722	2013	1	4	22
724	2018	2	36	2
729	2017	5	96	5
728	2019	4	65	9
734	2015	2	32	22
736	2016	3	56	7
735	2016	2	31	47
736	2014	4	61	25
735	2018	5	92	19
738	2016	3	53	47
739	2018	3	42	20
741	2012	4	72	23
742	2013	2	30	8
742	2017	2	26	15
745	2011	5	85	21
746	2012	1	13	6
747	2018	2	35	4
748	2016	1	14	5
749	2014	2	36	25
751	2018	5	88	9
752	2017	5	97	40
752	2014	3	54	7
753	2011	3	41	36
754	2014	1	8	18
756	2017	5	98	11
755	2014	4	77	22
757	2012	1	14	18
758	2011	1	11	6
759	2016	5	88	36
767	2008	1	16	23
765	2013	2	39	6
766	2008	1	9	22
768	2014	3	55	16
767	2018	2	25	21
771	2019	1	5	18
773	2019	3	50	16
776	2015	5	81	36
776	2016	3	55	15
778	2009	3	38	43
782	2019	2	38	5
781	2019	3	57	11
784	2014	2	26	22
777	2008	5	86	26
778	2010	5	97	16
777	2015	5	83	16
783	2014	1	3	21
785	2015	2	30	47
1967	2015	4	75	25
786	2012	4	68	22
786	2011	2	24	14
787	2019	2	21	3
789	2012	2	28	29
791	2018	2	21	3
794	2014	2	29	6
795	2018	4	77	3
798	2011	1	15	39
799	2019	1	16	9
801	2010	5	100	25
1968	2016	4	74	5
803	2019	5	90	8
804	2018	3	60	3
807	2008	1	1	22
806	2010	1	9	18
809	2018	2	34	7
811	2015	2	21	9
814	2011	5	92	11
813	2010	1	10	13
812	2015	4	70	17
815	2017	3	58	11
818	2012	1	17	8
818	2017	3	54	9
820	2018	1	5	47
822	2017	4	67	19
825	2015	5	92	22
826	2008	3	37	10
827	2010	3	44	14
828	2018	1	12	5
1864	2017	5	84	16
833	2013	3	43	14
835	2013	2	27	39
836	2011	4	63	18
837	2012	4	80	32
842	2014	4	68	22
846	2015	1	3	14
847	2013	4	73	13
847	2012	5	100	16
847	2015	5	99	16
850	2011	5	86	16
851	2017	4	68	16
852	2009	4	72	29
852	2008	3	49	20
858	2013	4	76	25
860	2017	1	20	15
861	2011	4	77	33
1969	2008	5	88	48
865	2010	5	98	13
866	2019	4	78	5
866	2016	2	35	6
867	2019	5	82	15
870	2008	1	12	31
872	2010	5	91	24
873	2019	1	6	12
874	2019	4	63	13
875	2013	5	93	16
879	2013	2	32	40
880	2008	2	32	41
881	2008	3	42	38
883	2014	1	10	47
884	2012	2	29	28
888	2014	2	21	16
889	2013	4	62	29
891	2019	2	36	16
892	2016	5	97	13
894	2019	4	61	20
895	2009	2	32	43
896	2010	2	22	29
1970	2013	5	86	17
900	2014	1	16	16
901	2019	3	54	16
902	2019	2	31	21
905	2017	3	43	8
906	2008	4	62	46
907	2014	2	33	18
909	2017	3	53	3
911	2015	5	89	18
911	2014	4	64	16
912	2017	1	1	19
914	2019	3	56	2
917	2016	4	77	13
917	2013	3	55	16
918	2012	1	2	39
921	2012	3	57	40
923	2012	5	94	10
923	2008	3	43	48
926	2009	3	49	47
927	2016	1	7	18
929	2012	3	60	36
931	2012	1	7	40
932	2019	4	64	11
932	2018	4	65	13
930	2014	5	86	16
1869	2013	5	84	16
933	2012	2	39	11
1971	2015	4	79	16
935	2018	4	61	6
935	2015	2	35	8
937	2015	2	22	6
938	2010	4	65	16
939	2012	4	64	22
940	2016	5	84	10
940	2015	5	87	36
943	2011	2	26	13
945	2014	2	35	13
944	2009	3	54	29
949	2017	3	41	21
950	2012	3	55	28
951	2015	1	17	40
954	2009	4	69	23
955	2009	2	21	16
956	2018	3	58	4
957	2016	4	61	5
959	2019	2	22	18
961	2010	3	46	20
963	2008	2	21	26
968	2011	4	73	21
971	2009	4	62	16
972	2015	5	82	36
972	2011	4	67	24
973	2016	2	29	16
974	2018	5	83	3
1972	2015	5	95	25
975	2017	2	27	47
981	2018	3	52	5
980	2014	1	6	11
978	2014	1	19	11
983	2008	5	90	27
985	2008	2	25	44
987	2011	2	40	30
987	2012	4	70	22
989	2010	5	89	23
990	2015	2	25	39
991	2019	4	74	2
991	2008	2	27	27
992	2019	3	45	9
994	2019	5	81	2
995	2008	4	60	38
1973	2008	4	63	11
1877	2018	5	96	2
1003	2014	1	11	6
1007	2009	5	80	7
1006	2010	5	84	14
1006	2018	3	43	20
1012	2014	1	1	7
1974	2011	3	42	14
1015	2019	5	83	19
1020	2008	4	64	23
1025	2018	4	68	7
1026	2018	3	56	20
1027	2015	4	67	11
1028	2016	2	27	8
1042	2008	3	39	34
1029	2010	3	58	22
1031	2015	2	37	11
1032	2016	3	54	5
1033	2014	3	50	47
1037	2016	3	49	7
1037	2012	1	11	13
1039	2017	1	3	3
1043	2011	5	93	23
1043	2016	4	68	18
1044	2011	4	70	16
1045	2012	3	56	6
1045	2011	3	48	24
1046	2016	4	63	36
1046	2018	4	71	13
1047	2016	5	99	11
1048	2009	1	1	14
1050	2017	3	46	20
1881	2013	4	71	47
1051	2017	1	2	18
1052	2012	3	59	11
1052	2009	4	61	14
1055	2017	5	92	3
1975	2010	4	77	23
1058	2018	1	7	21
1059	2010	1	18	11
1061	2016	2	23	40
1062	2016	2	40	47
1063	2016	5	92	11
1067	2009	5	77	30
1071	2016	1	1	16
1072	2011	3	54	7
1075	2013	3	48	39
1076	2008	4	67	24
1081	2008	4	72	27
1885	2018	4	78	4
1089	2011	2	30	16
1090	2012	3	48	16
1091	2013	5	91	25
1091	2015	5	85	13
1092	2011	4	69	23
1096	2017	2	37	47
1098	2014	3	52	9
1098	2017	5	90	18
1098	2016	4	76	16
1100	2015	4	77	13
1101	2018	1	17	21
1108	2018	2	29	16
1113	2014	5	88	11
1111	2013	2	34	22
1112	2016	5	86	20
1115	2008	4	55	10
1115	2010	4	76	11
1117	2014	3	57	22
1116	2009	3	51	18
1116	2016	4	69	17
1118	2019	1	20	20
1122	2012	4	75	22
1123	2009	2	31	16
1124	2014	1	4	17
1127	2017	2	36	8
1128	2011	4	75	36
1128	2009	3	52	16
1131	2012	4	71	28
1131	2017	3	55	4
1129	2014	4	67	45
1131	2013	4	75	11
1133	2014	4	70	16
1135	2013	5	88	18
1138	2017	2	23	47
1140	2015	3	54	47
1140	2018	4	64	20
1143	2017	5	85	9
1145	2014	3	53	5
1147	2015	3	44	6
1146	2008	1	4	26
1150	2014	4	69	36
1148	2014	2	38	13
1149	2008	2	31	48
1153	2014	1	12	7
1154	2016	1	13	19
1155	2013	1	18	14
1156	2019	3	59	8
1157	2010	1	1	29
1158	2012	3	58	7
1160	2015	2	29	8
1162	2013	4	65	17
1164	2009	1	13	43
1167	2014	2	28	11
1169	2015	4	66	11
1171	2015	2	31	16
1171	2016	4	72	16
1172	2015	2	28	39
1175	2014	1	5	45
1178	2012	1	16	21
1179	2008	5	76	30
1179	2009	5	85	16
1180	2010	2	35	7
1181	2014	2	37	47
1185	2011	4	68	16
1186	2019	3	52	20
1187	2008	2	22	30
1189	2008	1	10	26
1976	2008	5	87	31
1194	2012	4	73	22
1195	2016	3	47	11
1197	2008	4	70	26
1198	2018	5	91	16
1200	2012	1	1	14
1202	2016	1	19	47
1206	2019	3	47	3
1207	2016	1	12	19
1208	2012	2	33	7
1209	2008	5	83	33
1977	2011	5	100	16
1211	2012	3	50	6
1212	2008	5	73	10
1216	2010	1	20	33
1219	2018	5	98	4
1221	2008	2	20	44
1222	2013	2	28	7
1222	2016	4	71	8
1223	2013	5	81	52
1901	2017	4	80	20
1226	2014	4	74	16
1227	2011	2	27	11
1228	2012	2	30	39
1228	2016	2	21	19
1233	2009	1	11	22
1236	2017	4	71	13
1236	2015	2	40	16
1978	2009	5	74	16
1239	2011	1	8	47
1239	2017	4	77	16
1240	2009	3	50	11
1243	2010	3	57	16
1246	2011	2	37	47
1247	2011	3	44	29
1249	2016	1	3	18
1251	2013	3	41	42
1252	2015	2	39	25
1253	2016	1	6	20
1254	2009	4	63	7
1255	2010	4	68	16
1256	2015	4	73	7
1260	2010	2	34	25
1261	2015	1	9	40
1263	2018	1	13	21
1265	2008	5	81	11
1267	2014	2	40	21
1271	2017	5	100	7
1272	2009	4	64	47
1273	2013	3	59	47
1273	2009	4	58	18
1274	2017	2	24	16
1276	2010	3	55	7
1278	2008	2	19	26
1281	2016	2	34	5
1282	2016	3	48	40
1283	2012	3	47	36
1283	2010	4	64	14
1284	2009	5	86	18
1285	2019	4	75	19
1286	2012	5	93	16
1288	2013	5	89	11
1288	2015	4	63	11
1289	2011	3	60	16
1290	2019	1	1	2
1297	2015	3	57	21
1299	2010	2	21	16
1302	2019	4	66	3
1302	2014	2	32	39
1303	2008	5	89	24
1304	2013	4	66	17
1305	2017	5	89	40
1307	2017	1	7	47
1308	2009	3	48	6
1979	2013	3	47	39
1314	2013	5	94	16
1980	2012	3	53	8
1315	2010	4	61	10
1316	2011	3	52	29
1317	2008	4	66	6
1318	2015	1	12	45
1317	2009	4	67	20
1321	2008	1	5	27
1323	2016	3	59	36
1328	2013	2	29	13
1329	2017	1	9	40
1330	2010	4	74	16
1330	2009	5	81	24
1332	2015	3	43	13
1333	2017	1	11	19
1334	2017	4	72	13
1334	2015	1	14	16
1335	2016	2	24	47
1335	2018	1	14	15
1336	2015	5	84	18
1338	2010	5	86	25
1338	2017	4	61	10
1339	2013	3	60	14
1339	2019	4	73	20
1340	2017	4	69	16
1341	2009	1	18	7
1342	2009	1	15	7
1342	2014	5	96	10
1342	2017	5	83	10
1344	2014	5	93	16
1346	2017	1	18	40
1346	2012	4	77	22
1348	2014	4	63	16
1349	2014	3	49	8
1350	2008	5	78	38
1350	2014	5	89	11
1352	2017	1	10	4
1354	2008	3	46	23
1353	2015	1	7	39
1354	2010	1	3	21
1355	2019	2	40	15
1357	2015	2	33	11
1359	2008	1	18	31
1360	2012	1	10	6
1364	2013	5	92	22
1981	2009	4	59	30
1981	2011	5	91	16
1368	2016	3	52	11
1370	2011	1	19	33
1371	2016	1	5	6
1910	2016	4	78	16
1982	2013	4	78	21
1373	2010	3	49	22
1379	2015	1	20	39
1369	2014	1	14	18
1381	2012	5	97	16
1382	2009	1	9	22
1384	2014	2	23	17
1983	2015	2	26	6
1386	2016	2	30	8
1385	2017	3	49	13
1984	2010	3	54	25
1393	2018	3	57	3
1399	2018	3	48	13
1400	2013	2	33	17
1403	2019	5	91	12
1408	2012	2	32	23
1408	2013	5	99	10
1411	2008	2	34	34
1412	2016	5	96	47
1413	2018	2	28	9
1416	2008	2	28	23
1417	2017	2	40	5
1419	2016	2	33	19
1985	2009	4	66	6
1421	2013	1	3	14
1424	2009	5	89	18
1427	2019	5	92	16
1428	2012	3	45	18
1434	2009	5	88	33
1433	2019	3	51	20
1435	2018	3	59	16
1436	2017	4	62	8
1437	2010	4	67	30
1437	2013	5	83	25
1439	2008	3	41	20
1440	2017	2	31	13
1986	2011	3	51	16
1445	2014	2	39	9
1445	2012	5	84	16
1446	2015	4	78	13
1446	2009	2	28	16
1446	2010	3	43	16
1447	2011	4	65	11
1449	2014	3	44	8
1449	2016	4	80	25
1452	2018	3	55	14
1453	2014	1	7	13
1455	2009	1	14	33
1454	2012	1	4	13
1920	2018	4	67	8
1457	2017	3	51	3
1461	2011	1	18	13
1462	2010	2	30	16
1463	2013	3	51	8
1467	2013	1	2	16
1468	2013	1	14	17
1469	2012	4	63	8
1470	2015	3	59	13
1470	2009	4	55	20
1476	2010	5	87	30
1477	2011	1	6	18
1987	2015	3	42	8
1479	2008	3	51	6
1484	2018	1	4	18
1486	2008	1	14	31
1487	2015	1	16	40
1988	2010	2	40	36
1924	2013	4	61	16
1489	2009	3	39	11
1490	2018	5	84	18
1491	2011	1	7	7
1493	2017	4	74	5
1492	2018	5	82	14
1492	2012	2	26	29
1494	2014	2	24	9
1494	2019	2	25	18
1495	2016	3	41	25
1496	2008	2	36	27
1496	2013	5	87	16
1501	2013	3	42	6
1501	2017	3	45	9
1499	2015	3	55	17
1499	2017	3	59	21
1502	2019	4	68	14
1503	2019	4	76	19
1504	2013	1	6	14
1507	2019	3	48	14
1508	2009	3	37	7
1510	2018	4	62	14
1511	2014	5	91	6
1511	2017	4	63	6
1513	2011	3	55	33
1513	2012	4	69	22
1513	2008	3	54	27
1514	2011	1	2	18
1515	2017	1	12	4
1519	2016	2	25	15
1521	2017	5	91	14
1990	2012	5	96	40
1528	2013	3	46	42
1523	2012	5	87	8
1525	2012	2	24	39
1989	2012	4	61	11
1530	2014	3	43	11
1530	2012	1	19	13
1532	2012	2	23	32
1536	2018	3	45	20
1537	2013	4	79	11
1540	2016	3	51	13
1547	2014	2	34	16
1548	2019	2	26	3
1548	2016	5	95	21
1991	2017	3	52	9
1549	2011	4	71	16
1553	2008	1	15	31
1553	2018	5	90	17
1557	2010	2	36	7
1557	2015	5	100	11
1558	2014	2	31	6
1558	2018	5	100	19
1559	2009	1	2	29
1560	2014	5	82	14
1563	2017	3	50	18
1564	2009	5	78	13
1565	2019	2	27	15
1569	2011	1	14	33
1570	2018	4	76	47
1992	2008	5	84	6
1572	2011	2	25	33
1571	2009	2	36	29
1572	2012	4	62	21
1993	2010	3	60	22
1574	2017	4	79	17
1577	2014	3	47	36
1576	2010	5	82	11
1579	2011	3	57	33
1579	2014	5	95	10
1933	2013	3	54	16
1582	2008	2	33	24
1586	2014	1	13	8
1585	2018	2	39	13
1587	2009	4	68	18
1588	2010	4	66	16
1588	2011	5	87	16
1592	2011	1	5	18
1593	2018	2	24	18
1594	2009	2	27	24
1595	2010	4	69	16
1994	2012	5	99	16
1598	2019	5	93	12
1599	2015	3	49	16
1602	2009	4	71	7
1603	2011	5	95	16
1935	2018	4	73	13
1606	2019	1	8	14
1607	2015	3	46	6
1609	2012	2	38	10
1995	2010	5	85	24
1611	2014	2	25	13
1611	2019	4	80	21
1615	2018	4	75	6
1615	2011	5	88	11
1616	2011	3	50	14
1618	2011	4	79	7
1619	2013	1	10	8
1620	2011	2	35	11
1621	2010	1	2	47
1623	2011	1	16	13
1625	2015	3	56	25
1626	2015	1	5	16
1628	2019	2	30	8
1630	2016	1	18	19
1633	2019	1	13	18
1635	2010	4	72	13
1635	2018	3	50	13
1638	2012	5	83	32
1640	2015	2	34	47
1641	2009	2	25	14
1996	2011	5	90	23
1644	2013	3	49	22
1648	2019	1	4	6
1649	2017	1	5	18
1650	2008	3	44	46
1650	2009	5	83	16
1652	2019	2	23	2
1651	2008	1	2	22
1653	2013	2	22	7
1939	2015	4	76	16
1657	2012	5	91	39
1659	2014	3	51	6
1660	2015	2	38	8
1661	2014	1	2	22
1662	2016	2	36	19
1663	2018	1	16	13
1667	2011	2	21	24
1667	2009	2	20	29
1671	2011	4	66	23
1673	2016	4	65	6
1673	2018	3	51	13
1678	2010	4	70	16
1679	2019	2	37	7
1681	2010	1	8	33
1682	2015	3	47	16
1685	2016	5	100	25
1685	2011	5	99	16
1687	2009	2	33	25
1688	2015	5	94	7
1690	2015	2	24	8
1691	2013	3	58	13
1692	2018	5	85	47
1692	2016	4	79	11
1696	2019	5	95	13
1697	2008	4	68	26
1698	2017	2	32	17
1699	2014	4	73	16
1700	2011	5	94	23
1701	2016	1	20	7
1703	2014	5	85	16
1708	2009	1	12	13
1997	2008	2	35	46
1710	2012	2	22	29
1998	2009	5	79	14
1711	2017	2	39	19
1712	2009	5	82	7
1714	2019	3	46	3
1722	2009	2	22	18
1726	2016	5	82	36
1726	2013	5	85	17
1727	2019	4	79	16
1731	2011	4	72	30
1731	2017	4	76	5
1729	2011	2	28	33
1729	2015	4	71	36
1729	2013	4	64	13
1999	2010	3	59	22
1999	2012	4	76	16
1738	2012	4	65	28
1739	2011	4	76	18
1740	2015	1	19	22
1741	2017	1	4	3
1745	2009	1	10	14
1748	2018	3	53	3
2000	2010	5	94	6
1753	2016	2	37	18
1754	2013	1	20	17
1761	2017	4	73	40
1759	2010	1	14	23
1758	2010	2	29	47
1759	2019	5	88	14
1762	2014	2	30	17
1763	2009	5	76	30
1765	2008	3	52	31
1766	2011	4	80	30
1770	2018	5	94	20
1774	2014	3	60	7
1777	2013	1	5	17
1778	2019	3	53	16
1779	2008	3	38	10
1782	2010	2	31	47
1787	2017	1	15	13
1788	2015	1	13	5
1789	2017	1	13	47
1790	2013	1	19	47
1792	2014	5	92	16
1793	2009	4	65	20
2001	2010	5	96	16
1797	2013	1	9	28
1800	2011	5	97	16
1801	2011	2	29	16
1802	2013	2	38	18
1803	2018	2	37	7
