2010	3	51	Oakland Assassins	Drayson Bowman	Winger	OAK
2010	3	52	Victoria Vipers	Steve Bernier	Winger	VIC
2010	3	53	Oklahoma City Oil Barons	Keaton Ellerby	Defense	OKL
2010	3	54	Las Vegas Desperado	Bryan Rodney	Defense	LVD
2010	3	55	Indianapolis Mountain Goats	Matt Perreault	Center	IND
2010	3	56	South Carolina Stingrays	Bryan Bickell	Winger	SCS
2010	3	57	San Francisco Fighting Cocks	Dan Paille	Winger	SFC
2010	3	58	Mississippi Mudbugs	Brad Marchand	Winger	MIS
2010	3	59	Mississippi Mudbugs	Casey Wellman	Winger	MIS
2010	3	60	Mississippi Mudbugs	Ryan Stoa	Winger	MIS
2010	4	61	Memphis Hound Dogs	Ryan Potulny	Winger	MEM
2010	4	62	Oakland Assassins	Nathan Gerbe	Winger	OAK
2010	4	63	San Francisco Fighting Cocks	Devan Dubnyk	Goaltender	SFC
2010	4	64	Oklahoma City Oil Barons	Justin Peters	Goaltender	OKL
2010	4	65	San Francisco Fighting Cocks	Brett Lebda	Defense	SFC
2010	4	66	San Francisco Fighting Cocks	Mark Stuart	Defense	SFC
2010	4	67	Brandon Bandits	Mike Santorelli	Winger	BRA
2010	4	68	San Francisco Fighting Cocks	Ryan Parent	Goaltender	SFC
2010	4	69	San Francisco Fighting Cocks	Alexander Sulzer	Defense	SFC
2010	4	70	San Francisco Fighting Cocks	Boris Valabik	Defense	SFC
2010	4	71	Indianapolis Mountain Goats	Matt Carkner	Defense	IND
2010	4	72	Oakland Assassins	Nate Thompson	Center	OAK
2010	4	73	Seattle Surge	Ray Emery	Goaltender	STS
2010	4	74	San Francisco Fighting Cocks	Petr Prucha	Winger	SFC
2010	4	75	San Francisco Fighting Cocks	Nick Bonino	Center	SFC
2010	4	76	Milwaukee Ice Dragons	Torrey Mitchell	Center	MIL
2010	4	77	Charlotte Storm	Kenndal McArdle	Winger	CHA
2010	4	78	Oakland Assassins	Craig Adams	Center	OAK
2010	4	79	Mississauga Indians	Bryan Allen	Defense	MGA
2010	4	80	Louisville Lionhearts	Matt Halischuk	Winger	LVL
2010	5	81	Toledo Honey Badgers	Boyd Gordon	Center	TOL
2010	5	82	Milwaukee Ice Dragons	Ryan Stone	Winger	MIL
2010	5	83	Indianapolis Mountain Goats	Jason Garrison	Defense	IND
2010	5	84	Oklahoma City Oil Barons	Andrew McDonald	Defense	OKL
