Mathew	Barzal	8478445	TRUE	FALSE
Cody	Bass		FALSE	FALSE
Shawn	Bates		FALSE	FALSE
Drake	Batherson		TRUE	FALSE
Nolan	Baumgartner		FALSE	FALSE
Gavin	Bayreuther		TRUE	FALSE
Jay	Beagle	8474291	TRUE	FALSE
Ethan	Bear	8478451	FALSE	FALSE
Francois	Beauchemin		FALSE	FALSE
J.C.	Beaudin	8478833	FALSE	FALSE
Nathan	Beaulieu	8476470	TRUE	FALSE
Anthony	Beauvillier	8478463	TRUE	FALSE
Taylor	Beck		FALSE	FALSE
Steve	Begin		FALSE	FALSE
Eric	Belanger		FALSE	FALSE
Matt	Beleskey		FALSE	FALSE
Ed	Belfour		FALSE	TRUE
Mark	Bell		FALSE	FALSE
Brendan	Bell		FALSE	FALSE
Pierre-Edouard	Bellemare	8477930	TRUE	FALSE
Brett	Bellemore		FALSE	FALSE
Emil	Bemstrom	8480205	FALSE	FALSE
Jamie	Benn	8473994	TRUE	FALSE
Jordie	Benn	8474818	TRUE	FALSE
Beau	Bennett		FALSE	FALSE
Sam	Bennett	8477935	TRUE	FALSE
Matt	Benning	8476988	TRUE	FALSE
Andre	Benoit		FALSE	FALSE
Bryan	Berard		FALSE	FALSE
Sean	Bergenheim		FALSE	FALSE
Marc-Andre	Bergeron		FALSE	FALSE
Patrice	Bergeron	8470638	TRUE	FALSE
Niclas	Bergfors		FALSE	FALSE
Patrik	Berglund		TRUE	FALSE
Steve	Bernier		FALSE	FALSE
Jonathan	Bernier	8473541	TRUE	TRUE
Reto	Berra		FALSE	TRUE
Todd	Bertuzzi		FALSE	FALSE
Tyler	Bertuzzi	8477479	TRUE	FALSE
Blair	Betts		FALSE	FALSE
Anthony	Bibeau	8477312	FALSE	FALSE
Bryan	Bickell		FALSE	FALSE
Alex	Biega	8473415	TRUE	FALSE
Kevin	Bieksa		FALSE	FALSE
Jordan	Binnington	8476412	TRUE	TRUE
Mathieu	Biron		FALSE	FALSE
Martin	Biron		FALSE	TRUE
Clark	Bishop		TRUE	FALSE
Ben	Bishop	8471750	TRUE	TRUE
Anthony	Bitetto	8475868	TRUE	FALSE
Anders	Bjork	8478075	TRUE	FALSE
Oliver	Bjorkstrand	8477416	TRUE	FALSE
Nick	Bjustad	8475760	TRUE	FALSE
Mackenzie	Blackwood	8478406	TRUE	TRUE
Samuel	Blais	8478104	TRUE	FALSE
Jason	Blake		FALSE	FALSE
Rob	Blake		FALSE	FALSE
Joseph	Blandisi		TRUE	FALSE
Teddy	Blueger	8476927	TRUE	FALSE
Jonathon	Blum		FALSE	FALSE
Sergei	Bobrovsky	8475683	TRUE	TRUE
Brandon	Bochenski		FALSE	FALSE
Mikkel	Boedker	8474571	TRUE	FALSE
Brock	Boeser	8478444	TRUE	FALSE
Zach	Bogosian	8474567	TRUE	FALSE
Jared	Boll		FALSE	FALSE
Dave	Bolland		FALSE	FALSE
Peter	Bondra		FALSE	FALSE
Nick	Bonino	8474009	TRUE	FALSE
Radek	Bonk		FALSE	FALSE
Derek	Boogard		FALSE	FALSE
David	Booth		FALSE	FALSE
Jesper	Boqvist	8480003	FALSE	FALSE
Henrik	Borgstrom		TRUE	FALSE
Mark	Borowiecki	8474697	TRUE	FALSE
Robert	Bortuzzo	8474145	TRUE	FALSE
Pierre-Marc	Bouchard		FALSE	FALSE
Reid	Boucher		FALSE	FALSE
Phillippe	Boucher		FALSE	FALSE
Brian	Boucher		FALSE	TRUE
Francis	Bouillon		FALSE	FALSE
Lance	Bouma		FALSE	FALSE
Marc-Andre	Bourdon		FALSE	FALSE
Michael	Bournival		FALSE	FALSE
Rene	Bourque		FALSE	FALSE
Gabriel	Bourque	8475268	TRUE	FALSE
Jay	Bouwmeester	8470151	TRUE	FALSE
Madison	Bowey	8477474	TRUE	FALSE
Drayson	Bowman		FALSE	FALSE
Zach	Boychuk		FALSE	FALSE
Johnny	Boychuk	8470187	TRUE	FALSE
Dustin	Boyd		FALSE	FALSE
Travis	Boyd	8476329	TRUE	FALSE
Brad	Boyes		FALSE	FALSE
Dan	Boyle		FALSE	FALSE
Brian	Boyle	8470619	TRUE	FALSE
Nick	Boynton		FALSE	FALSE
Tyler	Bozak	8475098	TRUE	FALSE
Matt	Bradley		FALSE	FALSE
Eric	Brannstrom	8480073	FALSE	FALSE
Donald	Brashear		FALSE	FALSE
Derick	Brassard	8473544	TRUE	FALSE
Jesper	Bratt	8479407	TRUE	FALSE
Justin	Braun	8474027	TRUE	FALSE
T.J.	Brennan		FALSE	FALSE
Tim	Brent		FALSE	FALSE
Eric	Brewer		FALSE	FALSE
Connor	Brickley		TRUE	FALSE
Daniel	Briere		FALSE	FALSE
Rod	Brind’Amour		FALSE	FALSE
Patrice	Brisebois		FALSE	FALSE
Martin	Brodeur		FALSE	TRUE
T.J.	Brodie	8474673	TRUE	FALSE
Jonas	Brodin	8476463	TRUE	FALSE
Kyle	Brodziak		TRUE	FALSE
Jonny	Brodzinski		TRUE	FALSE
Laurent	Broissoit	8476316	TRUE	TRUE
Troy	Brouwer		TRUE	FALSE
Curtis	Brown		FALSE	FALSE
Connor	Brown	8477015	TRUE	FALSE
Dustin	Brown	8470606	TRUE	FALSE
Logan	Brown	8479366	FALSE	FALSE
J.T.	Brown		TRUE	FALSE
Josh	Brown	8477384	TRUE	FALSE
Gilbert	Brule		FALSE	FALSE
Andrew	Brunette		FALSE	FALSE
Damien	Brunner		FALSE	FALSE
Fabian	Brunnstrom		FALSE	FALSE
Sergei	Brylin		FALSE	FALSE
Ilya	Bryzgalov		FALSE	TRUE
Pavel	Buchnevich	8477402	TRUE	FALSE
Peter	Budaj		FALSE	TRUE
Jan	Bulis		FALSE	FALSE
Andre	Burakovsky	8477444	TRUE	FALSE
Adam	Burish		FALSE	FALSE
Sean	Burke		FALSE	TRUE
Alexander	Burmistrov		FALSE	FALSE
Brent	Burns	8470613	TRUE	FALSE
Alexandre	Burrows		FALSE	FALSE
Will	Butcher	8477355	TRUE	FALSE
Bobby	Butler		FALSE	FALSE
Chris	Butler		TRUE	FALSE
Dustin	Byfuglien	8470834	TRUE	FALSE
Paul	Byron	8474038	TRUE	FALSE
Nick	Caamano	8479381	FALSE	FALSE
Drake	Caggiula	8479465	TRUE	FALSE
Petr	Cajanek		FALSE	FALSE
Kyle	Calder		FALSE	FALSE
Ryan	Callahan		TRUE	FALSE
Matt	Calvert	8474685	TRUE	FALSE
Michael	Cammalleri		FALSE	FALSE
Brian	Campbell		FALSE	FALSE
Gregory	Campbell		FALSE	FALSE
Jack	Campbell		TRUE	TRUE
Chris	Campoli		FALSE	FALSE
Kyle	Capobianco	8478476	FALSE	FALSE
Daniel	Carcillo		FALSE	FALSE
Paul	Carey		TRUE	FALSE
Matt	Carkner		FALSE	FALSE
Matt	Carle		FALSE	FALSE
Brandon	Carlo	8478443	TRUE	FALSE
John	Carlson	8474590	TRUE	FALSE
Keith	Carney		FALSE	FALSE
Jordan	Caron		FALSE	FALSE
Ryan	Carpenter	8477846	TRUE	FALSE
Daniel	Carr		FALSE	FALSE
Connor	Carrick	8476941	TRUE	FALSE
William	Carrier	8477478	TRUE	FALSE
Brett	Carson		FALSE	FALSE
Ryan	Carter		FALSE	FALSE
Anson	Carter		FALSE	FALSE
Jeff	Carter	8470604	TRUE	FALSE
Colby	Cave		TRUE	FALSE
Cody	Ceci	8476879	TRUE	FALSE
Peter	Cehlarik		TRUE	FALSE
Erik	Cernak	8478416	TRUE	FALSE
Thomas	Chabot	8478469	TRUE	FALSE
Michael	Chaput		TRUE	FALSE
Zdeno	Chara	8465009	TRUE	FALSE
Rourke	Chartier		TRUE	FALSE
Jalen	Chatfield	8478970	FALSE	FALSE
Jonathan	Cheechoo		FALSE	FALSE
Chris	Chelios		FALSE	FALSE
Ben	Chiarot	8475279	TRUE	FALSE
Alex	Chiasson	8475163	TRUE	FALSE
Jason	Chimera		FALSE	FALSE
Kyle	Chipchura		FALSE	FALSE
Filip	Chlapik	8478488	FALSE	FALSE
Dennis	Cholowski	8479395	TRUE	FALSE
Erik	Christensen		FALSE	FALSE
Jakob	Chychrun	8479345	TRUE	FALSE
Filip	Chytil	8480078	TRUE	FALSE
Anthony	Cirelli	8478519	TRUE	FALSE
Casey	Cizikas	8475231	TRUE	FALSE
Fredrik	Claesson		TRUE	FALSE
Brett	Clark		FALSE	FALSE
Chris	Clark		FALSE	FALSE
David	Clarkson		FALSE	FALSE
Daniel	Cleary		FALSE	FALSE
Scott	Clemmensen		FALSE	TRUE
Adam	Clendening		FALSE	FALSE
Kyle	Clifford	8475160	TRUE	FALSE
Connor	Clifton	8477365	TRUE	FALSE
Grant	Clitsome		FALSE	FALSE
Ryane	Clowe		FALSE	FALSE
Cal	Clutterbuck	8473504	TRUE	FALSE
Braydon	Coburn	8470601	TRUE	FALSE
Andrew	Cogliano	8471699	TRUE	FALSE
Carlo	Colaiacovo		FALSE	FALSE
Joe	Colborne		FALSE	FALSE
Erik	Cole		FALSE	FALSE
Ian	Cole	8474013	TRUE	FALSE
Blake	Coleman	8476399	TRUE	FALSE
Blake	Comeau	8471260	TRUE	FALSE
Mike	Commodore		FALSE	FALSE
J.T.	Compher	8477456	TRUE	FALSE
Mike	Comrie		FALSE	FALSE
Eric	Comrie	8477480	FALSE	TRUE
Max	Comtois	8480031	TRUE	FALSE
Cory	Conacher		FALSE	FALSE
Mike	Condon		FALSE	TRUE
Erik	Condra		TRUE	FALSE
Ty	Conklin		FALSE	TRUE
Kevin	Connauton	8475246	TRUE	FALSE
Tim	Connolly		FALSE	FALSE
Brett	Connolly	8475792	TRUE	FALSE
Kyle	Connor	8478398	TRUE	FALSE
Craig	Conroy		FALSE	FALSE
Matt	Cooke		FALSE	FALSE
Pheonix	Copley		TRUE	TRUE
Andrew	Copp	8477429	TRUE	FALSE
Joe	Corvo		FALSE	FALSE
Nick	Cousins	8476393	TRUE	FALSE
Logan	Couture	8474053	TRUE	FALSE
Sean	Couturier	8476461	TRUE	FALSE
Jared	Cowen		FALSE	FALSE
Charlie	Coyle	8475745	TRUE	FALSE
Joey	Crabb		FALSE	FALSE
Corey	Crawford	8470645	TRUE	TRUE
B.J.	Crombeen		FALSE	FALSE
Sidney	Crosby	8471675	TRUE	FALSE
Lawson	Crouse	8478474	TRUE	FALSE
Matt	Cullen		TRUE	FALSE
Kyle	Cumiskey		FALSE	FALSE
Josh	Currie		TRUE	FALSE
Austin	Czarnik	8478512	TRUE	FALSE
Matt	D’Agostini		FALSE	FALSE
Kirby	Dach	8481523	FALSE	FALSE
Evgenii	Dadonov	8474149	TRUE	FALSE
Kris	Dahlbeck		FALSE	FALSE
Rasmus	Dahlin	8480839	TRUE	FALSE
Carl	Dahlstrom	8477472	TRUE	FALSE
Michael	Dal Colle	8477936	TRUE	FALSE
Trevor	Daley	8470110	TRUE	FALSE
Zac	Dalpe		FALSE	FALSE
Phillip	Danault	8476479	TRUE	FALSE
Mathieu	Dandenault		FALSE	FALSE
Yann	Danis		FALSE	TRUE
Marko	Dano		TRUE	FALSE
Mathieu	Darche		FALSE	FALSE
Scott	Darling		TRUE	TRUE
Pavel	Datsyuk		FALSE	FALSE
Brandon	Davidson		TRUE	FALSE
Jonathan	Davidsson	8480247	FALSE	FALSE
Nigel	Dawes		FALSE	FALSE
Calvin	De Haan	8475177	TRUE	FALSE
Jacob	De La Rose	8477455	TRUE	FALSE
Greg	De Vries		FALSE	FALSE
J.S.	Dea		TRUE	FALSE
Tony	DeAngelo	8477950	TRUE	FALSE
Alex	DeBrincat	8479337	TRUE	FALSE
Jake	DeBrusk	8478498	TRUE	FALSE
Danny	DeKeyser	8477215	TRUE	FALSE
Michael	Del Zotto	8474584	TRUE	FALSE
Colin	Delia		TRUE	TRUE
Aaron	Dell	8477180	TRUE	TRUE
Dylan	DeMelo	8476331	TRUE	FALSE
Jason	Demers	8474218	TRUE	FALSE
Pavol	Demitra		FALSE	FALSE
Thatcher	Demko	8477967	TRUE	TRUE
Marc	Denis		FALSE	TRUE
Travis	Dermott	8478408	TRUE	FALSE
David	Desharnais		FALSE	FALSE
Andrew	Desjardins		FALSE	FALSE
Eric	Desjardins		FALSE	FALSE
Nicolas	Deslauriers	8475235	TRUE	FALSE
Jeff	Deslauriers		FALSE	TRUE
Case	DeSmith		TRUE	TRUE
Simon	Despres		FALSE	FALSE
Phillip	Di Giuseppe		TRUE	FALSE
Raphael	Diaz		FALSE	FALSE
Jason	Dickinson	8477450	TRUE	FALSE
Brenden	Dillon	8475455	TRUE	FALSE
Rob	Dimaio		FALSE	FALSE
Rick	DiPietro		FALSE	TRUE
Christian	Djoos		TRUE	FALSE
Shane	Doan		FALSE	FALSE
Noah	Dobson	8480865	FALSE	FALSE
Tie	Domi		FALSE	FALSE
Max	Domi	8477503	TRUE	FALSE
Louis	Domingue		TRUE	TRUE
Ryan	Donato	8477987	TRUE	FALSE
Shean	Donovan		FALSE	FALSE
Matt	Donovan		FALSE	FALSE
Joonas	Donskoi	8475820	TRUE	FALSE
Derek	Dorsett		FALSE	FALSE
Jack	Dotchin		TRUE	FALSE
Drew	Doughty	8474563	TRUE	FALSE
Nic	Dowd	8475343	TRUE	FALSE
Justin	Dowling	8475413	TRUE	FALSE
Steve	Downie		FALSE	FALSE
Leon	Draisaitl	8477934	TRUE	FALSE
Dallas	Drake		FALSE	FALSE
Kris	Draper		FALSE	FALSE
Davis	Drewiske		FALSE	FALSE
Seldon	Dries		TRUE	FALSE
Jonathan	Drouin	8477494	TRUE	FALSE
Chris	Drury		FALSE	FALSE
Dillon	Dube		TRUE	FALSE
Wade	Dubielewicz		FALSE	TRUE
Brandon	Dubinsky	8471273	TRUE	FALSE
Devan	Dubnyk	8471227	TRUE	TRUE
Pierre-Luc	Dubois	8479400	TRUE	FALSE
Matt	Duchene	8475168	TRUE	FALSE
Anthony	Duclair	8477407	TRUE	FALSE
Matt	Dumba	8476856	TRUE	FALSE
J.P.	Dumont		FALSE	FALSE
Brian	Dumoulin	8475208	TRUE	FALSE
Mike	Dunham		FALSE	TRUE
Vince	Dunn	8478407	TRUE	FALSE
Pascal	Dupuis		FALSE	FALSE
Radek	Dvorak		FALSE	FALSE
Christian	Dvorak	8477989	TRUE	FALSE
Patrick	Dwyer		FALSE	FALSE
Ryan	Dzingel	8476288	TRUE	FALSE
Ben	Eager		FALSE	FALSE
Cody	Eakin	8475236	TRUE	FALSE
Mark	Eaton		FALSE	FALSE
Patrick	Eaves		TRUE	FALSE
Andrew	Ebbett		FALSE	FALSE
Jordan	Eberle	8474586	TRUE	FALSE
Alexander	Edler	8471303	TRUE	FALSE
Joel	Edmundson	8476441	TRUE	FALSE
Nikolaj	Ehlers	8477940	TRUE	FALSE
Christoffer	Ehn	8478036	TRUE	FALSE
Christian	Ehrhoff		FALSE	FALSE
Jack	Eichel	8478403	TRUE	FALSE
Aaron	Ekblad	8477932	TRUE	FALSE
Mattias	Ekholm	8475218	TRUE	FALSE
Nils	Ekman		FALSE	FALSE
Oliver	Ekman-Larsson	8475171	TRUE	FALSE
Patrik	Elias		FALSE	FALSE
Remi	Elie		TRUE	FALSE
Lars	Eller	8474189	TRUE	FALSE
Keaton	Ellerby		FALSE	FALSE
Stefan	Elliott		FALSE	FALSE
Brian	Elliott	8470880	TRUE	TRUE
Ryan	Ellis	8475176	TRUE	FALSE
Dan	Ellis		FALSE	TRUE
Alexei	Emelin		FALSE	FALSE
Ray	Emery		FALSE	TRUE
Steve	Eminger		FALSE	FALSE
Cory	Emmerton		FALSE	FALSE
Deryk	Engelland	8468674	TRUE	FALSE
Tyler	Ennis	8474589	TRUE	FALSE
Jhonas	Enroth		FALSE	TRUE
Toby	Enstrom		FALSE	FALSE
Martin	Erat		FALSE	FALSE
Jonathan	Ericsson	8470318	TRUE	FALSE
Loui	Eriksson	8470626	TRUE	FALSE
Joel	Eriksson Ek	8478493	TRUE	FALSE
Tim	Erixon		FALSE	FALSE
Adam	Erne	8477454	TRUE	FALSE
Erik	Ersberg		FALSE	TRUE
John	Erskine		FALSE	FALSE
Emerson	Etem		FALSE	FALSE
Garnet	Exelby		FALSE	FALSE
Robby	Fabbri	8477952	TRUE	FALSE
Dante	Fabbro	8479371	FALSE	FALSE
Radek	Faksa	8476889	TRUE	FALSE
Justin	Falk		TRUE	FALSE
Oscar	Fantenberg	8480147	TRUE	FALSE
Joel	Farabee	8480797	FALSE	FALSE
Jesper	Fast	8475855	TRUE	FALSE
Viktor	Fasth		FALSE	TRUE
Justin	Faulk	8475753	TRUE	FALSE
Mark	Fayne		FALSE	FALSE
Sergei	Fedorov		FALSE	FALSE
Ruslan	Fedotenko		FALSE	FALSE
Taylor	Fedun	8476166	TRUE	FALSE
Eric	Fehr		TRUE	FALSE
Andrew	Ference		FALSE	FALSE
Michael	Ferland	8475907	TRUE	FALSE
Manny	Fernandez		FALSE	TRUE
Mario	Ferraro	8479983	FALSE	FALSE
Kein	Fiala	8477942	TRUE	FALSE
Vernon	Fiddler		FALSE	FALSE
Nikita	Filatov		FALSE	FALSE
Valtteri	Filppula	8470047	TRUE	FALSE
Jeff	Finger		FALSE	FALSE
Jiri	Fischer		FALSE	FALSE
Christian	Fischer	8478432	TRUE	FALSE
Mike	Fisher		FALSE	FALSE
Mark	Fistric		FALSE	FALSE
Tom	Fitzgerald		FALSE	FALSE
Tomas	Fleischmann		FALSE	FALSE
Cale	Fleury	8479985	FALSE	FALSE
Haydn	Fleury	8477938	TRUE	FALSE
Marc-Andre	Fleury	8470594	TRUE	TRUE
Brian	Flynn		FALSE	FALSE
Warren	Foegele	8477998	TRUE	FALSE
Steven	Fogarty		TRUE	FALSE
Marcus	Foligno	8475220	TRUE	FALSE
Nick	Foligno	8473422	TRUE	FALSE
Christian	Folin	8477850	TRUE	FALSE
Justin	Fontaine		FALSE	FALSE
Adam	Foote		FALSE	FALSE
Derek	Forbort		TRUE	FALSE
Jacob	Fors Karlsson		TRUE	FALSE
Peter	Forsberg		FALSE	FALSE
Filip	Forsberg	8476887	TRUE	FALSE
Gustav	Forsling		TRUE	FALSE
Alexandre	Fortin		TRUE	FALSE
Kurtis	Foster		FALSE	FALSE
Cam	Fowler	8475764	TRUE	FALSE
Adam	Fox	8479323	FALSE	FALSE
Pavel	Francouz	8480925	FALSE	TRUE
Cody	Franson		FALSE	FALSE
Johan	Franzan		FALSE	FALSE
Colin	Fraser		FALSE	FALSE
Matt	Fraser		FALSE	FALSE
Mark	Fraser		FALSE	FALSE
Matt	Frattin		FALSE	FALSE
Trent	Frederic		TRUE	FALSE
Jeff	Friesen		FALSE	FALSE
Dan	Fritsche		FALSE	FALSE
Tanner	Fritz		TRUE	FALSE
Martin	Frk		TRUE	FALSE
Byron	Froese		FALSE	FALSE
Michael	Frolik	8473564	TRUE	FALSE
Alexander	Frolov		FALSE	FALSE
Marion	Gaborik		FALSE	FALSE
Kurtis	Gabriel		TRUE	FALSE
Simon	Gagne		FALSE	FALSE
Sam	Gagner	8474040	TRUE	FALSE
Alex	Galchenyuk	8476851	TRUE	FALSE
T.J.	Galiardi		FALSE	FALSE
Brendan	Gallagher	8475848	TRUE	FALSE
Joseph	Gambardella		TRUE	FALSE
Dylan	Gambrell	8479580	FALSE	FALSE
Ryan	Garbutt		FALSE	FALSE
Jake	Gardiner	8474581	TRUE	FALSE
Rhett	Gardner	8479587	FALSE	FALSE
Conor	Garland	8478856	TRUE	FALSE
Mathieu	Garon		FALSE	TRUE
Jason	Garrison		TRUE	FALSE
Adam	Gaudette	8478874	TRUE	FALSE
Frederick	Gaudreau		TRUE	FALSE
Johnny	Gaudreau	8476346	TRUE	FALSE
Brendan	Gaunce		FALSE	FALSE
Paul	Gaustad		FALSE	FALSE
Denis	Gauthier		FALSE	FALSE
Frederik	Gauthier	8477512	TRUE	FALSE
Vladislav	Gavrikov	8478882	FALSE	FALSE
Eric	Gelinas		FALSE	FALSE
Martin	Gelinas		FALSE	FALSE
Alexander	Georgiev	8480382	TRUE	TRUE
Nathan	Gerbe		FALSE	FALSE
Martin	Gerber		FALSE	TRUE
Bruno	Gervais		FALSE	FALSE
Ryan	Getzlaf	8470612	TRUE	FALSE
Brian	Gibbons	8476207	TRUE	FALSE
John	Gibson	8476434	TRUE	TRUE
J.S.	Giguere		FALSE	TRUE
Tom	Gilbert		FALSE	FALSE
Hal	Gill		FALSE	FALSE
John	Gilmour	8477337	FALSE	FALSE
Matt	Gilroy		FALSE	FALSE
Brian	Gionta		FALSE	FALSE
Stephen	Gionta		FALSE	FALSE
Mark	Giordano	8470966	TRUE	FALSE
Samuel	Girard	8479398	TRUE	FALSE
Dan	Girardi		TRUE	FALSE
Zemgus	Girgensons	8476878	TRUE	FALSE
Claude	Giroux	8473512	TRUE	FALSE
Cody	Glass	8479996	FALSE	FALSE
Tanner	Glass		FALSE	FALSE
Tim	Gleason		FALSE	FALSE
Curtis	Glencross		FALSE	FALSE
Luke	Glendening	8476822	TRUE	FALSE
Marcel	Goc		FALSE	FALSE
Nikalay	Goldobin		TRUE	FALSE
Alex	Goligoski	8471274	TRUE	FALSE
Cody	Goloubef	8474597	FALSE	FALSE
Scott	Gomez		FALSE	FALSE
Sergei	Gonchar		FALSE	FALSE
Barclay	Goodrow	8476624	TRUE	FALSE
Boyd	Gordon		FALSE	FALSE
Josh	Gorges		FALSE	FALSE
Brandon	Gormley		FALSE	FALSE
Shayne	Gostisbehere	8476906	TRUE	FALSE
Yanni	Gourde	8476826	TRUE	FALSE
Michael	Grabner	8473546	TRUE	FALSE
Mikhail	Grabovski		FALSE	FALSE
Evgeny	Grachev		FALSE	FALSE
Marc-Andre	Gragnani		FALSE	FALSE
John	Grahame		FALSE	TRUE
Markus	Granlund	8476440	TRUE	FALSE
Mikael	Granlund	8475798	TRUE	FALSE
Derek	Grant	8474683	TRUE	FALSE
Tyler	Graovac	8476344	FALSE	FALSE
Chris	Gratton		FALSE	FALSE
Kevin	Gravel		TRUE	FALSE
Ryan	Graves	8477435	TRUE	FALSE
Denis	Grebeshkov		FALSE	FALSE
Mike	Green	8471242	TRUE	FALSE
Matt	Greene		FALSE	FALSE
Andy	Greene	8472382	TRUE	FALSE
Colin	Greening		FALSE	FALSE
Jordan	Greenway	8478413	TRUE	FALSE
A.J.	Greer		TRUE	FALSE
Noah	Gregor	8479393	FALSE	FALSE
Thomas	Greiss	8471306	TRUE	TRUE
Mike	Grier		FALSE	FALSE
Seth	Griffith		FALSE	FALSE
Mikhail	Grigorenko		FALSE	FALSE
Rocco	Grimaldi	8476428	TRUE	FALSE
Nicklas	Grossmann		FALSE	FALSE
Philipp	Grubauer	8475831	TRUE	TRUE
Carl	Grundstrom	8479336	TRUE	FALSE
Eric	Gryba		TRUE	FALSE
Matt	Grzelcyk	8476891	TRUE	FALSE
Radko	Gudas	8475462	TRUE	FALSE
Erik	Gudbranson	8475790	TRUE	FALSE
Nate	Guenin		FALSE	FALSE
Jake	Guentzel	8477404	TRUE	FALSE
Bill	Guerin		FALSE	FALSE
Brenden	Guhle	8478425	FALSE	FALSE
Ben	Guite		FALSE	FALSE
Carl	Gunnarsson	8474125	TRUE	FALSE
Denis	Gurianov	8478495	TRUE	FALSE
Nikita	Gusev	8477038	FALSE	FALSE
David	Gustafsson	8481019	FALSE	FALSE
Erik	Gustafsson	8476979	TRUE	FALSE
Jonas	Gustavsson		FALSE	TRUE
Gaetan	Haas	8481813	FALSE	FALSE
Matt	Hackett		FALSE	TRUE
Carl	Hagelin	8474176	TRUE	FALSE
Robert	Hagg	8477462	TRUE	FALSE
Niklas	Hagman		FALSE	FALSE
Ron	Hainsey	8468493	TRUE	FALSE
Libor	Hajek	8479333	FALSE	FALSE
Jaroslav	Halak	8470860	TRUE	TRUE
Micheal	Haley	8474230	TRUE	FALSE
Matt	Halischuk		FALSE	FALSE
Adam	Hall		FALSE	FALSE
Taylor	Hall	8475791	TRUE	FALSE
Jeff	Halpern		FALSE	FALSE
Dan	Hamhuis	8469465	TRUE	FALSE
Dougie	Hamilton	8476462	TRUE	FALSE
Andrew	Hammond	8477202	FALSE	TRUE
Travis	Hamonic	8474612	TRUE	FALSE
Roman	Hamrlik		FALSE	FALSE
Michal	Handzus		FALSE	FALSE
Noah	Hanifin	8478396	TRUE	FALSE
Joel	Hanley	8477810	TRUE	FALSE
Scottt	Hannan		FALSE	FALSE
Markus	Hannikainen		TRUE	FALSE
Jannik	Hansen		FALSE	FALSE
Christian	Hanson		FALSE	FALSE
Martin	Hanzal	8471691	TRUE	FALSE
Josh	Harding		FALSE	TRUE
Ben	Harpur		TRUE	FALSE
Scott	Harrington	8476449	TRUE	FALSE
Jay	Harrison		FALSE	FALSE
Carter	Hart	8479394	TRUE	TRUE
