33	"Barzal, Mathew"	PEO	C	5	2	3	5	0	0	0	0	0	0	17	11.8	82	16.4	0	3	3	0.0	41	4	45	91.1	6	4	10	60.0	0	0	0	0	0.0	7	1.40	0	0.000	0	4	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
34	"Batherson, Drake*"	KEL	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Rookie
35	"Beagle, Jay"	KEL	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
36	"Beauvillier, Anthony"	LSB	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
37	"Bellemare, P.E."	SCS	C	5	0	0	0	1	2	0	0	0	0	5	0.0	49	9.8	21	17	38	55.3	8	0	8	100.0	3	4	7	42.9	0	0	0	0	0.0	2	0.40	0	0.000	0	0	0	1	0	0	0	0	0	0	2019-20	Playoffs	Veteran
38	"Bennett, Sam"	CHY	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
39	"Bergeron, Patrice"	IND	C	17	8	15	23	21	10	1	0	1	0	100	8.0	391	23.0	274	138	412	66.5	180	41	221	81.4	19	19	38	50.0	0	0	0	0	0.0	36	2.12	0	0.000	6	7	3	2	0	0	0	0	0	0	2019-20	Playoffs	Veteran
40	"Berglund, Patrik"		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
41	"Bertuzzi, Tyler"	CHY	LW	7	2	1	3	-1	0	0	0	1	0	5	40.0	71	10.1	0	0	0	0.0	27	9	36	75.0	1	4	5	20.0	0	0	0	0	0.0	8	1.14	0	0.000	0	2	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
42	"Bjork, Anders"	MIL	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
43	"Bjorkstrand, Oliver"	OAK	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
44	"Bjugstad, Nick"	VIC	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
