1	53	1		13	1		2021-22
1	19	1		5	1		2021-22
1	11	1		7	1		2021-22
1	4	1		21	1		2021-22
2	21	2		14	1		2021-22
2	13	2		61	1		2021-22
2	7	2		12	1		2021-22
2	5	2		3	1		2021-22
3	61	2		16	1		2021-22
3	14	2		9	1		2021-22
3	12	2		15	1		2021-22
3	3	2		60	1		2021-22
4	16	2		8	1		2021-22
4	60	2		2	1		2021-22
4	15	2		6	1		2021-22
4	9	2		10	1		2021-22
5	10	2		4	2		2021-22
5	8	2		53	2		2021-22
5	6	2		11	2		2021-22
5	2	2		19	2		2021-22
6	21	3		9	3		2021-22
6	13	3		16	3		2021-22
6	7	3		15	3		2021-22
6	5	3		60	3		2021-22
7	61	3		8	3		2021-22
7	14	3		10	3		2021-22
7	12	3		6	3		2021-22
7	3	3		2	3		2021-22
8	16	4		53	3		2021-22
8	60	4		19	3		2021-22
8	15	4		11	3		2021-22
8	9	4		4	3		2021-22
9	10	4		21	4		2021-22
9	8	4		13	4		2021-22
9	6	4		7	4		2021-22
9	2	4		5	4		2021-22
10	53	4		61	4		2021-22
10	19	4		3	4		2021-22
10	11	4		12	4		2021-22
10	4	4		14	4		2021-22
11	21	5		4	5		2021-22
11	13	5		53	5		2021-22
11	7	5		11	5		2021-22
11	5	5		19	5		2021-22
12	61	5		13	6		2021-22
12	14	5		21	6		2021-22
12	12	5		7	6		2021-22
12	3	5		5	6		2021-22
13	16	5		61	6		2021-22
13	60	5		3	6		2021-22
13	15	5		12	6		2021-22
13	9	5		14	6		2021-22
14	10	5		9	6		2021-22
14	8	5		16	6		2021-22
14	6	5		15	6		2021-22
14	2	5		60	6		2021-22
15	53	6		8	6		2021-22
15	19	6		2	6		2021-22
15	11	6		6	6		2021-22
15	4	6		10	6		2021-22
16	16	7		13	7		2021-22
16	60	7		5	7		2021-22
16	15	7		7	7		2021-22
16	9	7		21	7		2021-22
17	10	7		14	7		2021-22
17	8	7		61	7		2021-22
17	6	7		12	7		2021-22
17	2	7		3	7		2021-22
18	53	7		16	8		2021-22
18	19	7		60	8		2021-22
18	11	7		15	8		2021-22
18	4	7		9	8		2021-22
19	21	8		10	8		2021-22
19	13	8		8	8		2021-22
19	7	8		6	8		2021-22
19	5	8		2	8		2021-22
20	61	8		53	8		2021-22
20	14	8		4	8		2021-22
20	12	8		11	8		2021-22
20	3	8		19	8		2021-22
21	53	9		10	9		2021-22
21	16	9		21	9		2021-22
21	61	9		14	9		2021-22
21	13	9		9	9		2021-22
22	8	9		4	9		2021-22
22	6	9		19	9		2021-22
23	15	9		5	9		2021-22
23	12	9		3	9		2021-22
23	11	9		2	9		2021-22
23	7	9		60	9		2021-22
24	21	10		16	10		2021-22
24	14	10		61	10		2021-22
24	10	10		53	10		2021-22
24	9	10		13	10		2021-22
25	60	10		7	10		2021-22
25	5	10		15	10		2021-22
25	3	10		12	10		2021-22
25	2	10		11	10		2021-22
26	19	10		6	10		2021-22
26	4	10		8	10		2021-22
27	16	11		4	11		2021-22
27	61	11		21	11		2021-22
27	13	11		14	11		2021-22
27	8	11		10	11		2021-22
28	53	11		9	11		2021-22
28	11	11		60	11		2021-22
29	15	11		19	11		2021-22
29	12	11		5	11		2021-22
29	7	11		3	11		2021-22
29	6	11		2	11		2021-22
30	21	12		61	12		2021-22
30	14	12		13	12		2021-22
30	10	12		8	12		2021-22
30	4	12		16	12		2021-22
31	19	12		15	12		2021-22
31	5	12		12	12		2021-22
31	3	12		7	12		2021-22
31	2	12		6	12		2021-22
32	60	12		11	12		2021-22
32	9	12		53	12		2021-22
33	53	13		14	13		2021-22
33	16	13		10	13		2021-22
33	61	13		4	13		2021-22
33	8	13		9	13		2021-22
34	13	13		21	13		2021-22
34	7	13		5	13		2021-22
35	15	13		2	13		2021-22
35	12	13		19	13		2021-22
35	11	13		3	13		2021-22
35	6	13		60	13		2021-22
36	14	14		53	14		2021-22
36	10	14		16	14		2021-22
36	9	14		8	14		2021-22
36	4	14		61	14		2021-22
37	19	14		12	14		2021-22
37	60	14		6	14		2021-22
37	3	14		11	14		2021-22
37	2	14		15	14		2021-22
38	21	14		13	14		2021-22
38	5	14		7	14		2021-22
39	53	15		4	15		2021-22
39	16	15		14	15		2021-22
39	13	15		10	15		2021-22
39	8	15		21	15		2021-22
40	61	15		9	15		2021-22
40	12	15		60	15		2021-22
41	15	15		3	15		2021-22
41	11	15		19	15		2021-22
41	7	15		2	15		2021-22
41	6	15		5	15		2021-22
42	21	16		8	16		2021-22
42	14	16		16	16		2021-22
42	10	16		13	16		2021-22
42	4	16		53	16		2021-22
43	19	16		11	16		2021-22
43	5	16		6	16		2021-22
43	3	16		15	16		2021-22
43	2	16		7	16		2021-22
44	60	16		12	16		2021-22
44	9	16		61	16		2021-22
45	53	17		21	17		2021-22
45	61	17		10	17		2021-22
45	13	17		4	17		2021-22
45	8	17		14	17		2021-22
46	16	17		9	17		2021-22
46	15	17		60	17		2021-22
47	12	17		2	17		2021-22
47	11	17		5	17		2021-22
47	7	17		19	17		2021-22
47	6	17		3	17		2021-22
48	21	18		53	18		2021-22
48	14	18		8	18		2021-22
48	10	18		61	18		2021-22
48	4	18		13	18		2021-22
49	19	18		7	18		2021-22
49	5	18		11	18		2021-22
49	3	18		6	18		2021-22
49	2	18		12	18		2021-22
50	60	18		15	18		2021-22
50	9	18		16	18		2021-22
51	53	19		13	19		2021-22
51	19	19		5	19		2021-22
51	11	19		7	19		2021-22
51	4	19		21	19		2021-22
52	21	20		14	19		2021-22
52	13	20		61	19		2021-22
52	7	20		12	19		2021-22
52	5	20		3	19		2021-22
53	61	20		16	19		2021-22
53	14	20		9	19		2021-22
53	12	20		15	19		2021-22
53	3	20		60	19		2021-22
54	16	20		8	19		2021-22
54	60	20		2	19		2021-22
54	15	20		6	19		2021-22
54	9	20		10	19		2021-22
55	10	20		4	20		2021-22
55	8	20		53	20		2021-22
55	6	20		11	20		2021-22
55	2	20		19	20		2021-22
56	21	21		9	21		2021-22
56	13	21		16	21		2021-22
56	7	21		15	21		2021-22
56	5	21		60	21		2021-22
57	61	21		8	21		2021-22
57	14	21		10	21		2021-22
57	12	21		6	21		2021-22
57	3	21		2	21		2021-22
58	16	22		53	21		2021-22
58	60	22		19	21		2021-22
58	15	22		11	21		2021-22
58	9	22		4	21		2021-22
59	10	22		21	22		2021-22
59	8	22		13	22		2021-22
59	6	22		7	22		2021-22
59	2	22		5	22		2021-22
60	53	22		61	22		2021-22
60	19	22		3	22		2021-22
60	11	22		12	22		2021-22
60	4	22		14	22		2021-22
61	21	23		4	23		2021-22
61	13	23		53	23		2021-22
61	7	23		11	23		2021-22
61	5	23		19	23		2021-22
62	61	23		13	24		2021-22
62	14	23		21	24		2021-22
62	12	23		7	24		2021-22
62	3	23		5	24		2021-22
63	16	23		61	24		2021-22
63	60	23		3	24		2021-22
63	15	23		12	24		2021-22
63	9	23		14	24		2021-22
64	10	23		9	24		2021-22
64	8	23		16	24		2021-22
64	6	23		15	24		2021-22
64	2	23		60	24		2021-22
65	53	24		8	24		2021-22
65	19	24		2	24		2021-22
65	11	24		6	24		2021-22
65	4	24		10	24		2021-22
66	16	25		13	25		2021-22
66	60	25		5	25		2021-22
66	15	25		7	25		2021-22
66	9	25		21	25		2021-22
67	10	25		14	25		2021-22
67	8	25		61	25		2021-22
67	6	25		12	25		2021-22
67	2	25		3	25		2021-22
68	53	25		16	26		2021-22
68	19	25		60	26		2021-22
68	11	25		15	26		2021-22
68	4	25		9	26		2021-22
69	21	26		10	26		2021-22
69	13	26		8	26		2021-22
69	7	26		6	26		2021-22
69	5	26		2	26		2021-22
70	61	26		53	26		2021-22
