2	FA	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
4	IND	C	82	33	13	46	25	61	0	3	6	0	159	20.8	1345	16.4	490	516	1006	48.7	268	123	391	68.5	112	77	189	59.3	0	2	7	9	0.0	151	1.84	32	0.390	2	4	2	6	0	9	0	0	0	0	2020-21	Regular	Veteran
11	FA	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
12	MIL	C	82	50	23	73	18	86	8	0	8	0	257	19.5	1710	20.9	107	137	244	43.9	582	131	713	81.6	156	104	260	60.0	0	0	0	0	0.0	158	1.93	3	0.037	0	6	41	2	0	0	0	0	0	0	2020-21	Regular	Veteran
19	FA	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
22	FA	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
23	MEM	RW	20	0	3	3	-3	11	0	0	0	0	23	0.0	226	11.3	4	13	17	23.5	32	28	60	53.3	19	16	35	54.3	0	0	1	1	0.0	24	1.20	0	0.000	0	2	1	2	0	1	0	0	0	0	2020-21	Regular	Veteran
26	FA	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
27	GRE	RD	73	10	11	21	-32	74	2	0	2	0	134	7.5	1492	20.4	0	0	0	0.0	423	123	546	77.5	95	171	266	35.7	0	0	2	2	0.0	75	1.03	3	0.041	0	0	28	4	0	2	0	0	0	0	2020-21	Regular	Veteran
28	FA	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
30	FA	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
32	MSG	RW	1	0	0	0	0	0	0	0	0	0	0	0.0	11	11.0	0	0	0	0.0	4	0	4	100.0	1	1	2	50.0	0	0	0	0	0.0	1	1.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
34	CIN	RW	70	5	6	11	-16	6	0	1	1	0	44	11.4	675	9.6	13	24	37	35.1	136	45	181	75.1	42	35	77	54.5	0	0	0	0	0.0	63	0.90	3	0.043	0	2	3	0	0	0	0	0	0	0	2020-21	Regular	Veteran
36	SJV	RW	62	10	7	17	-14	10	1	0	1	1	86	11.6	719	11.6	10	14	24	41.7	156	66	222	70.3	52	33	85	61.2	0	0	0	0	0.0	100	1.61	1	0.016	0	3	4	1	0	0	0	0	0	0	2020-21	Regular	Veteran
41	SFC	RW	82	28	25	53	14	48	12	0	1	1	209	13.4	1360	16.6	14	21	35	40.0	381	116	497	76.7	72	88	160	45.0	0	0	0	0	0.0	73	0.89	2	0.024	4	6	19	5	0	0	0	0	0	0	2020-21	Regular	Veteran
1806	OAK	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Rookie
43	ATL	LW	76	8	3	11	-11	26	1	0	1	0	87	9.2	778	10.2	3	5	8	37.5	163	81	244	66.8	49	61	110	44.5	0	0	0	0	0.0	110	1.45	0	0.000	0	2	11	2	0	0	0	0	0	0	2020-21	Regular	Veteran
44	VSJ	LW	34	2	6	8	-4	29	1	0	0	0	59	3.4	420	12.4	0	1	1	0.0	146	42	188	77.7	21	32	53	39.6	0	1	1	2	0.0	28	0.82	0	0.000	1	2	6	1	1	2	0	0	0	0	2020-21	Regular	Veteran
45	STA	RW	79	20	14	34	-34	14	2	0	2	2	255	7.8	1439	18.2	48	84	132	36.4	375	105	480	78.1	75	74	149	50.3	0	0	0	0	0.0	84	1.06	2	0.025	0	3	2	5	0	0	0	0	0	0	2020-21	Regular	Veteran
1807	CIN	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Rookie
56	FA	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
57	LSB	C	82	18	19	37	7	40	0	0	1	0	152	11.8	1166	14.2	189	223	412	45.9	390	113	503	77.5	98	63	161	60.9	0	0	0	0	0.0	103	1.26	3	0.037	0	4	20	0	0	0	0	0	0	0	2020-21	Regular	Veteran
59	VSJ	C	82	13	32	45	-12	14	4	0	2	0	160	8.1	1223	14.9	377	399	776	48.6	582	114	696	83.6	79	75	154	51.3	0	0	0	0	0.0	110	1.34	2	0.024	0	6	7	0	0	0	0	0	0	0	2020-21	Regular	Veteran
61	FA	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
62	SJV	RW	82	17	18	35	-11	8	6	0	2	0	96	17.7	1204	14.7	42	41	83	50.6	463	127	590	78.5	83	80	163	50.9	0	0	0	0	0.0	96	1.17	3	0.037	0	3	2	2	0	0	0	0	0	0	2020-21	Regular	Veteran
64	GRE	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
66	MSG	LW	69	4	13	17	12	16	0	0	1	0	37	10.8	429	6.2	9	4	13	69.2	121	53	174	69.5	52	29	81	64.2	0	0	1	1	0.0	61	0.88	0	0.000	0	3	2	1	1	1	0	0	0	0	2020-21	Regular	Veteran
1809	FA	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Rookie
67	FA	RD	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
2025	FA	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Rookie
69	MIL	C	81	10	35	45	-20	14	1	0	2	1	189	5.3	1485	18.3	878	568	1446	60.7	586	136	722	81.2	118	94	212	55.7	0	0	0	0	0.0	104	1.28	2	0.025	0	4	7	0	0	0	0	0	0	0	2020-21	Regular	Veteran
72	AUG	RD	18	2	6	8	3	6	0	0	0	0	34	5.9	355	19.7	0	0	0	0.0	126	23	149	84.6	31	41	72	43.1	0	0	0	0	0.0	11	0.61	0	0.000	0	0	0	3	0	0	0	0	0	0	2020-21	Regular	Veteran
75	PEO	C	82	25	67	92	-34	48	6	0	3	0	277	9.0	1574	19.2	554	1082	1636	33.9	759	150	909	83.5	113	67	180	62.8	0	0	0	0	0.0	106	1.29	4	0.049	0	8	23	1	0	0	0	0	0	0	2020-21	Regular	Veteran
78	KEL	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
81	KEL	C	77	1	8	9	-5	52	0	0	0	0	44	2.3	809	10.5	333	331	664	50.2	125	67	192	65.1	51	40	91	56.0	0	0	0	0	0.0	62	0.81	3	0.039	0	2	24	2	0	0	0	0	0	0	2020-21	Regular	Veteran
82	SFC	RD	82	4	14	18	1	28	1	0	1	0	71	5.6	1461	17.8	0	0	0	0.0	451	119	570	79.1	129	157	286	45.1	0	0	0	0	0.0	90	1.10	0	0.000	0	0	14	0	0	0	0	0	0	0	2020-21	Regular	Rookie
84	FA	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Rookie
85	FA	LD	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
86	LSB	LW	82	19	14	33	-1	12	2	0	2	2	83	22.9	1011	12.3	1	1	2	50.0	302	98	400	75.5	99	86	185	53.5	0	0	2	2	0.0	118	1.44	2	0.024	0	3	0	1	0	2	0	0	0	0	2020-21	Regular	Veteran
94	MSG	C	82	3	9	12	4	7	0	0	0	0	51	5.9	519	6.3	233	209	442	52.7	143	66	209	68.4	52	44	96	54.2	0	0	0	0	0.0	46	0.56	0	0.000	0	2	1	0	1	0	0	0	0	0	2020-21	Regular	Veteran
96	SFC	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Rookie
97	WIT	LW	82	34	24	58	4	58	9	2	8	0	235	14.5	1454	17.7	592	670	1262	46.9	452	113	565	80.0	117	65	182	64.3	0	1	1	2	0.0	236	2.88	2	0.024	0	6	14	5	0	2	0	0	1	0	2020-21	Regular	Veteran
98	VSJ	LD	2	0	0	0	-4	0	0	0	0	0	2	0.0	31	15.5	0	0	0	0.0	5	2	7	71.4	3	3	6	50.0	0	0	0	0	0.0	3	1.50	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
100	CHY	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
101	FA	RD	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
106	SEA	C	82	51	35	86	10	62	12	5	3	1	337	15.1	1787	21.8	1124	742	1866	60.2	594	165	759	78.3	126	109	235	53.6	0	0	0	0	0.0	150	1.83	2	0.024	2	8	26	5	0	0	0	0	0	0	2020-21	Regular	Veteran
2024	FA	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Rookie
113	CHY	LW	82	19	31	50	16	38	3	0	5	0	156	12.2	1133	13.8	2	5	7	28.6	447	109	556	80.4	95	72	167	56.9	0	0	0	0	0.0	142	1.73	0	0.000	1	7	13	6	0	0	0	0	0	0	2020-21	Regular	Veteran
117	FA	RD	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
124	FA	LD	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
125	FA	LW	6	0	0	0	0	0	0	0	0	0	2	0.0	24	4.0	0	0	0	0.0	6	0	6	100.0	1	2	3	33.3	0	0	0	0	0.0	1	0.17	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
126	GRE	RW	68	26	23	49	43	16	2	0	2	0	176	14.8	908	13.4	4	3	7	57.1	264	85	349	75.6	65	47	112	58.0	0	0	0	0	0.0	65	0.96	2	0.029	1	5	4	4	0	0	0	0	0	0	2020-21	Regular	Veteran
127	FA	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
1810	OAK	LW	1	0	0	0	2	2	0	0	0	0	2	0.0	13	13.0	0	0	0	0.0	1	1	2	50.0	0	1	1	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	1	0	0	0	0	0	0	2020-21	Regular	Rookie
129	PEO	LW	33	3	3	6	-14	10	0	0	1	0	47	6.4	373	11.3	17	31	48	35.4	91	36	127	71.7	25	17	42	59.5	0	0	0	0	0.0	48	1.45	0	0.000	0	2	2	3	0	0	0	0	0	0	2020-21	Regular	Veteran
132	FA	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2020-21	Regular	Veteran
133	ATL	C	82	3	9	12	-10	37	0	1	0	0	70	4.3	830	10.1	257	370	627	41.0	201	86	287	70.0	59	55	114	51.8	0	0	1	1	0.0	84	1.02	1	0.012	0	2	4	2	0	1	0	2	0	0	2020-21	Regular	Veteran
